wallet,first_buy_time,first_buy_time_utc,first_buy_mcap_usd,last_sell_time,last_sell_time_utc,n_buys,n_sells,sol_in,sol_out,tokens_bought,tokens_sold,tokens_still_held,realized_pnl_sol,realized_pnl_usd,hold_minutes,sold_out,n_trades_total
SQHK48QT8SY1vYN44iXji7wQ6CJek8AjfX6mBp47TZq,1785083145,2026-07-26T16:25:45Z,12817.393798284314,1785998015,2026-08-06T06:33:35Z,22,5,4.483078949,8.005410805,48656135.46170801,48656195.087466,7.178300999999999,3.5223318559999997,262.34327663488,15247.83,True,27
ARC5JvKVCcnitPgTmmqV9xc1FJUPB43AEWPU1iMdYM7k,1785083396,2026-07-26T16:29:56Z,6221.946796408196,1787344842,2026-08-21T20:40:42Z,5,15,6.058962721,9.56644306,10602307.992534,10602307.992534,0,3.507480339,261.23713564871997,37690.77,True,20
2xKDETThQeNxPZAtkicq8UABrRQtyRfHTwCs57mTpFFQ,1785083096,2026-07-26T16:24:56Z,4995.248479026642,1785083194,2026-07-26T16:26:34Z,1,4,1.50307408,4.973907769,21083759.196147,21083759.196147,0,3.4708336890000004,258.50769315672005,1.63,True,5
4UvPYKxeQV8qFZXpgbrLoZGDFgtmYKSR5wvUo9K3fKga,1785083118,2026-07-26T16:25:18Z,5257.849375811036,1785084238,2026-07-26T16:43:58Z,14,8,7.475474844,10.940348714999999,38788506.699511,38788506.699511,0,3.4648738709999995,258.06380591208,18.67,True,22
DQta6PDd18Rrn8pQJhYsxNHC4GEvzzU9xNdQTYV5yjBb,1785083210,2026-07-26T16:26:50Z,12924.713690000002,1785084921,2026-07-26T16:55:21Z,3,6,9.006501636,12.451227380999999,26095653.326968003,26095653.326968003,0,3.444725745,256.5631734876,28.52,True,9
G8K8Uj1mxxMfzEZEUxngWY9m8JRztMhLF1tM4Kb4nDew,1785083402,2026-07-26T16:30:02Z,13311.690501701565,1785791705,2026-08-03T21:15:05Z,31,26,25.49697692200001,28.858622994000005,2856740.115743001,2856740.1157430005,0,3.3616460719999997,250.37539944256,11805.05,True,57
4YCD7moMd7ecCEH1qBTozAUcCauStipF9sakUrP5DWL6,1785083180,2026-07-26T16:26:20Z,21641.3676729509,1785783863,2026-08-03T19:04:23Z,61,10,8.79377408,12.091695409000002,333912.9849739999,333912.984974,0,3.2979213289999985,245.6291805839199,11678.05,True,71
E1b97kWpeZk2oZYxGEYigj4NoDsczjZDhPtoYpbFRJVt,1785083195,2026-07-26T16:26:35Z,16385.28630921466,1785092976,2026-07-26T19:09:36Z,17,32,6.786131141,10.073687883000002,4745228.297746001,4745228.297745996,0,3.287556741999999,244.85722614415994,163.02,True,49
5fHJszey2UdB2nETS1y6NS2wSG4ic9byKtbgJzaYzGeV,1785083396,2026-07-26T16:29:56Z,6331.667928662304,1787344842,2026-08-21T20:40:42Z,5,15,6.184490156,9.362954163000001,9856912.167428002,9856912.167428002,0,3.1784640070000005,236.73199924136006,37690.77,True,20
9Lmv1xqRFfaB1ZW9DKXLvULp9ep5UQge71RePVWS9L6i,1785083392,2026-07-26T16:29:52Z,5332.001367089657,1785083430,2026-07-26T16:30:30Z,1,4,1.6506694610000001,4.756454221,21564045.384942,21564045.384942,0,3.1057847599999997,231.3188489248,0.63,True,5
CsyWmiekRbsiUhStj1pDZCBN8YDgRvFzq1f2u78nPC2L,1785083145,2026-07-26T16:25:45Z,12510.891542500562,1785853327,2026-08-04T14:22:07Z,28,5,10.002634080000004,13.076186769,5751023.494104999,5751023.494105,0,3.0735526889999996,228.91820427672,12836.37,True,33
CoAmJNSXezCKgwUA7j62Btyph38sw75xM16aZb2HGeFo,1785083535,2026-07-26T16:32:15Z,25859.48202765711,1785090754,2026-07-26T18:32:34Z,3,13,0.563434679,3.5465720199999997,1688700.870132,1688700.8701320002,0,2.983137341,222.18406915768,120.32,True,16
7Ys7PwYJrLuwVsuoARjAy5NQZo68qMtqSwgg2MhFncb9,1785083513,2026-07-26T16:31:53Z,16259.618133323753,1785202798,2026-07-28T01:39:58Z,1,7,0.021310537,2.957668887,77534.464288,77534.46428799999,0,2.93635835,218.699969908,1988.08,True,8
98FhduSDgonNFyLThRwm3sqvkVQQTvpFaPKRD4wVzpvk,1785083145,2026-07-26T16:25:45Z,13093.002550371128,1787329913,2026-08-21T16:31:53Z,27,18,23.985574080000003,24.338584887,1979060.1291639998,1974286.7008070003,4773.428357,2.880010807000002,214.50320490536015,37446.13,False,45
Doujx7cveDxFHnR11YfXFGyzdNRNdLJG6CHKTxSv8oXS,1785083455,2026-07-26T16:30:55Z,16251.422402607328,1787326917,2026-08-21T15:41:57Z,9,26,0.534007195,3.31795729,541009.345702,541009.3457019998,0,2.7839500950000007,207.34860307560007,37391.03,True,35
FMWh9MigG2U18hXTXPjnbe7TdM8XVxVpFmukFCqwd6p7,1785083392,2026-07-26T16:29:52Z,6072.787506313105,1785083430,2026-07-26T16:30:30Z,1,4,1.8521470150000001,4.609571901999999,21263010.456446,21263010.456446,0,2.7574248869999995,205.37300558375998,0.63,True,5
7WrdEx9stVV5wMdYeV8saCDremofiHF7M7eqQerNNf94,1785083147,2026-07-26T16:25:47Z,14925.634754374134,1785084010,2026-07-26T16:40:10Z,4,4,5.093704118,7.831643889,12993546.833685001,12993546.833685,0,2.7379397709999993,203.92175414407996,14.38,True,8
EaNHi9dRgzfKUo7bDfcum71RgWS2PXmmrPC96pmDhXpb,1785083175,2026-07-26T16:26:15Z,19373.018164014666,1785084830,2026-07-26T16:53:50Z,12,4,0.25120567099999996,2.974306716,1080556.147176,1080556.147175,1.00000761449337e-06,2.723101045000245,202.81656583161828,27.58,True,16
CeZbzsqje88U7GCCrAiGUr5BrZrBJ3AkQMyG9aggDiqQ,1785083094,2026-07-26T16:24:54Z,3013.9264373778,1787357834,2026-08-22T00:17:14Z,17,4,1.8460312030000003,4.542187523,30779668.961782005,30779668.961782,0,2.69615632,200.80972271360002,37912.33,True,21
32WzQNeftH6kLqFqUtbR6cQFgKUvm2qV3FPvbjtQdrgH,1785083306,2026-07-26T16:28:26Z,2751.473979656272,1785784094,2026-08-03T19:08:14Z,3,2,6.075295139,8.730884348,25037018.766073998,25037018.766073998,0,2.6555892089999995,197.78828428631996,11679.8,True,5
HZha12tyuyqTiHcyyLFjbM6WwnD1V9PQoMtqWbWMB88M,1785083170,2026-07-26T16:26:10Z,19183.52159850543,1785792788,2026-08-03T21:33:08Z,39,135,14.887314080000001,17.518975413000003,13492263.991774004,13492263.991774,0,2.631661332999998,196.00613608183986,11826.97,True,174
2ZMuJqNAxjrZQ5DDJYWWxwWv1AUZGWLXcerWJuiBmgAN,1785083392,2026-07-26T16:29:52Z,5685.480900968081,1785083430,2026-07-26T16:30:30Z,1,4,1.6364057650000001,4.258935319,20047210.261691,20047210.261691,0,2.6225295539999998,195.32600118192,0.63,True,5
9HJb6Y6t5Bntxq9Fa58aNuewXCfsEZnWfpf6JevRUUdC,1785083521,2026-07-26T16:32:01Z,21331.61406030863,1785777983,2026-08-03T17:26:23Z,11,11,3.63632632,6.120883216,552091.670518,552091.670518,0,2.484556896,185.04979761408,11574.37,True,22
BvHrVQGLu4GMvDB5wvNz3gfwskV5tRTo5M4PJEGXcG3u,1785083427,2026-07-26T16:30:27Z,18635.2847752978,1785779164,2026-08-03T17:46:04Z,12,19,11.323028383,13.790354155000001,15797121.601707999,15797121.601708002,0,2.467325772,183.76642349856002,11595.62,True,31
BminQKJvhM1opGtSGuagYLvbegHTAXJtFDZxC25d8GM5,1785083192,2026-07-26T16:26:32Z,17200.364270679936,1785234317,2026-07-28T10:25:17Z,12,13,11.838074079999998,14.266885658,1716298.1010009998,1716298.1010009998,0,2.428811578,180.89788632944,2518.75,True,25
2838bUY5PTfmz2S9HNh1zc2cAgohSZRVfbBzQJ6hFtD7,1785083460,2026-07-26T16:31:00Z,11362.667402325345,1785243412,2026-07-28T12:56:52Z,13,5,12.137148159999999,14.485569429,4985564.682244,4985564.682244,0,2.3484212689999993,174.91041611511994,2665.87,True,18
AXoLu2c3X26Ro2rGGtsuqWdWn9gDbqLSkLXduATWrHnw,1785083456,2026-07-26T16:30:56Z,16469.211648185414,1785088687,2026-07-26T17:58:07Z,3,10,3.0771743320000002,5.389100416,4282231.094411001,4282231.094411001,0,2.3119260839999995,172.19225473631997,87.18,True,13
J6af5Zu4fe2R51hjj4b7E8VbwLakzoYeBPnfpGBNpoAT,1785083426,2026-07-26T16:30:26Z,18463.530454049156,1785088247,2026-07-26T17:50:47Z,10,9,6.745506954,9.027086949000001,7058720.4123060005,7058720.4123060005,0,2.2815799950000004,169.93207802760003,80.35,True,19
6KEqpWHUD6ntSQjvaBUCXNwb8rEMi1cmqxu3P1hxotTE,1785083249,2026-07-26T16:27:29Z,3785.3380177389004,1785085689,2026-07-26T17:08:09Z,1,37,0.252167252,2.483481712,4637129.516552,4637129.516552,0,2.23131446,166.18830098080002,40.67,True,38
CkzAKX1nggTXvWf74wtr8XXbNxXCacX13TgurcTyqwAG,1785083473,2026-07-26T16:31:13Z,12666.654831479727,1785083791,2026-07-26T16:36:31Z,1,6,1.01815408,3.229908004,5599081.04224,5599081.04224,0,2.211753924,164.73143225952,5.3,True,7
DHNYm7spbcsnUNpxVBbnotx9uGyA4ansoMLNbtmbv3pR,1785083421,2026-07-26T16:30:21Z,18273.508413236254,1785085744,2026-07-26T17:09:04Z,4,6,8.017345688999999,10.193958815999999,20362807.56831,20362807.568309996,0,2.1766131270000004,162.11414569896004,38.72,True,10
2x8MqmXwu5MrdJAtP5JZxTaM9VugmS7eeXgU9CrQW5xF,1785083118,2026-07-26T16:25:18Z,5485.0148574003,1785084172,2026-07-26T16:42:52Z,14,5,7.247196249,9.423701458,38687395.215731,38687395.215731,0,2.176505208999999,162.10610796631994,17.57,True,19
HPPiUuVSFUxYsLygarsQ4NVmdGAJ6DHg7AujbVG8yHsm,1785083520,2026-07-26T16:32:00Z,19626.454556578054,1785098829,2026-07-26T20:47:09Z,3,5,0.67229256,2.788176155,516591.152006,516591.152006,0,2.1158835949999997,157.59101015559997,255.15,True,8
4Lodm2nk8y82NtDUPexvbzvMPPKyDgZ38ZzPwXFJiwvN,1785083125,2026-07-26T16:25:25Z,6808.9798148848795,1785084234,2026-07-26T16:43:54Z,11,7,8.136874979,10.191353012,34783906.68721101,34783906.687211,0,2.0544780329999996,153.01752389784,18.48,True,18
3uQtt2nXFDfNnUb1mVvHPXxAgfu7UkwY6ZCPQgtrVja7,1785083467,2026-07-26T16:31:07Z,9987.275062456736,1785099455,2026-07-26T20:57:35Z,16,12,4.002234080000001,6.016807548,6724048.229429998,6724048.229429999,0,2.014573468,150.04543189664,266.47,True,28
D9XWSKpaGnJAFMzZxBfWMSUy5qSFRyYWV6ZKepoJxyTd,1785083177,2026-07-26T16:26:17Z,21501.102636784646,1785785022,2026-08-03T19:23:42Z,37,21,18.040260299,20.049373482000004,8077278.579492001,8077278.579491999,0,2.0091131830000006,149.63874986984007,11697.42,True,58
GdYSLnFAEshk6DkHDsmSh1zdn8VpCTVJSpaEr3A5M28y,1785083469,2026-07-26T16:31:09Z,11690.966112483446,1785105613,2026-07-26T22:40:13Z,2,6,2.252274081,4.255877521,1520363.319637,1520363.319637,0,2.00360344,149.22838421120002,369.07,True,8
42wuKdjT3h1dybTMygQshSsH57EHGseZPU9vTog4VEYm,1785083094,2026-07-26T16:24:54Z,2805.561262874974,1785083113,2026-07-26T16:25:13Z,1,1,1.364831037,3.3560853550000003,34054514.369321,34054514.369321,0,1.9912543180000002,148.30862160464002,0.32,True,2
iNyUtaMtqWNyJcwy3CyENdou1YK7F7eGcXaqC7FioxQ,1785083364,2026-07-26T16:29:24Z,2999.106869073144,1785083652,2026-07-26T16:34:12Z,1,9,0.50208408,2.408308614,11705553.298678,11705553.298678,0,1.906224534,141.97560329232,4.8,True,10
HuWAWix6CctFR1QUAzT8X9K5PuJcWiqjuQ2PDb2sma96,1785083418,2026-07-26T16:30:18Z,21024.015933823244,1786044844,2026-08-06T19:34:04Z,175,42,20.589752239999964,22.480935120999995,9456652.388782999,9456652.388783006,0,1.8911828809999993,140.85530097687996,16023.77,True,217
6xWDFHkSHHUNF2C3JqcJB72h9kMQ6eKLDRSftvkKyqn6,1785083166,2026-07-26T16:26:06Z,22328.66113165001,1785097683,2026-07-26T20:28:03Z,11,7,7.598769110999999,9.462532356,22547539.866530996,22547539.866531003,0,1.8637632450000006,138.81308648760006,241.95,True,18
C4nt8V8cvi5sunMGiJwN3W2Rrq7PdnyY3gZtv9KfNEF2,1785083560,2026-07-26T16:32:40Z,28308.076009761393,1785086242,2026-07-26T17:17:22Z,9,14,8.878730053000002,10.667975023,15498725.289332997,15498725.289333003,0,1.7892449699999995,133.26296536559997,44.7,True,23
A1VtyWpvCc4928qLwtwu1BPnvaSvGac2z6S8f7WKFMEw,1785083507,2026-07-26T16:31:47Z,16746.63865679881,1785084242,2026-07-26T16:44:02Z,2,5,0.782287378,2.5319476400000003,3195876.655963,3195876.655963,0,1.7496602620000001,130.31469631376,12.25,True,7
CNZfgxuxUkhUgcUQdYSR7LTWEHbBbpsDe3bWDnpgLVTn,1785083169,2026-07-26T16:26:09Z,21075.603001543303,1786304855,2026-08-09T19:47:35Z,24,15,16.644887979000003,18.383264804,1023566.166279,1023566.1662789998,0,1.7383768250000007,129.47430592600006,20361.43,True,39
DRCZi1rVZVtoT3zPN6ZreCAyU6LaePpCrHRowmSKCwiW,1785083105,2026-07-26T16:25:05Z,5281.54444657559,1785085151,2026-07-26T16:59:11Z,5,5,4.733619335,6.459981621,14830347.144173998,14830347.144173998,0,1.7263622859999999,128.57946306128,34.1,True,10
EbcdAjZJf2V5DyiPqxC4D77uDcJBEWynPzxv59nY4qp9,1785083175,2026-07-26T16:26:15Z,19346.889255341765,1785092908,2026-07-26T19:08:28Z,9,1,0.034603399,1.745505284,63936.728587,63936.728587,0,1.710901885,127.42797239480001,162.22,True,10
Bfd2zuMMCDS8JQvHhD7JsNE11rN6XMd1nnk9LGkpzDGv,1785083141,2026-07-26T16:25:41Z,12824.238134152085,1787056771,2026-08-18T12:39:31Z,14,13,16.196550683999998,17.86924371,2688317.5098110004,2688317.509811001,0,1.6726930260000015,124.58217657648012,32893.83,True,27
4u9LEbadA8tn4hBuZUbHzExPQvNzm9h2fFNJGvdbCf8P,1785083182,2026-07-26T16:26:22Z,21484.055153504298,1785084832,2026-07-26T16:53:52Z,1,2,0.33102445900000005,2.002691145,1082606.343451,1082606.343451,0,1.6716666859999998,124.50573477328,27.5,True,3
9aTVpm4nqSRvt9z11CEUQ7EjpZZ6S3PHCy5t7sAsu1o9,1785083507,2026-07-26T16:31:47Z,17003.116559672086,1785084242,2026-07-26T16:44:02Z,2,5,0.7430798000000001,2.404037965,2993865.285157,2993865.285157,0,1.6609581650000003,123.70816412920003,12.25,True,7
CR4Y5YQ2Dy8kdKCCYd32goMmG762FqFaBb5uVbQdxaKc,1785083218,2026-07-26T16:26:58Z,5721.900141439659,1785086375,2026-07-26T17:19:35Z,101,54,1.5651740800000058,3.2034391449999995,5283164.984520999,5283164.984520998,0,1.6382650649999995,122.01798204119997,52.62,True,155
FfJMgsayZYWd8MVS3fKLkZJdPQ1ZnvtHPz7wQmhULNcH,1785083454,2026-07-26T16:30:54Z,15880.30940653663,1785098611,2026-07-26T20:43:31Z,35,38,11.765574079999993,13.363575336,6234114.458348002,6234114.458348003,0,1.598001256,119.01913354688001,252.62,True,73
FPACLbrvNT8NMpJNShGxUzeDVm4inQXo2yVKVFZ5mf3n,1785083533,2026-07-26T16:32:13Z,23196.917307512,1785090992,2026-07-26T18:36:32Z,7,5,16.888008977000002,18.457058096,15608695.242064001,15608695.242064001,0,1.5690491189999993,116.86277838311996,124.32,True,12
NJXwAmfDKHZXwjKLxGnu7VYCXnp7h7547z2S4ucKbRV,1785083507,2026-07-26T16:31:47Z,17252.853961778437,1785084242,2026-07-26T16:44:02Z,2,5,0.733855065,2.28994533,2916693.825432,2916693.825432,0,1.5560902650000004,115.89760293720003,12.25,True,7
57stAMFvwctAjkBS76RXGoK4QKyS1QoxbGMbzFFe4DyZ,1785083094,2026-07-26T16:24:54Z,3599.603494161307,1785083106,2026-07-26T16:25:06Z,1,7,3.00203928,4.544234423,59107865.990056,59107865.99005599,0,1.5421951429999998,114.86269425063999,0.2,True,8
FDxxx8dBvwzWXDPcsHJF5BYQCrNVvZaBEuQ2iRgMcTiu,1785083560,2026-07-26T16:32:40Z,29049.612653596192,1785086242,2026-07-26T17:17:22Z,8,14,8.034811567999999,9.576876047999999,13728892.918298,13728892.918297999,0,1.5420644799999996,114.85296247039997,44.7,True,22
6wAAZph57VDsCiabg2rt2cYh8ogxQquyeEc4kHSjnBbA,1785083533,2026-07-26T16:32:13Z,22098.359881636246,1785090992,2026-07-26T18:36:32Z,6,5,15.566546077,17.089316732,15767317.510070002,15767317.51007,0,1.5227706550000009,113.41595838440007,124.32,True,11
29zpxaxkb7FyF8RG3WjVfWCuqu4g4RSswDNqHgmtCS84,1785083130,2026-07-26T16:25:30Z,6612.6070505893595,1785527793,2026-07-31T19:56:33Z,3,5,2.03799256,3.503844448,14080414.914188,14080414.914188,0,1.465851888,109.17664861824001,7411.05,True,8
DseHez8pmHoPimNEf1Th94ffBG8GLqWcKETDhd6CCiwR,1785083455,2026-07-26T16:30:55Z,16655.297367277224,1787776763,2026-08-26T20:39:23Z,115,47,1.8271873729999997,3.280716853,1527434.898418999,1532507.6805579993,0,1.45352948,108.2588756704,44888.47,True,162
C68qKMfFUZmhrodQ7PXQWxbypX4sGB8mHbu3nuRLnMN7,1785083548,2026-07-26T16:32:28Z,25690.07008829778,1785085370,2026-07-26T17:02:50Z,7,4,5.712279569000001,7.132665184,6879349.08267,6879349.082670001,0,1.4203856149999998,105.7903206052,30.37,True,11
5q5GLnij1RPYMpyTis2eAv7KaWRyAMsXyBW7jKkWSpKs,1785083397,2026-07-26T16:29:57Z,7112.403410860902,1785083463,2026-07-26T16:31:03Z,1,2,2.00607408,3.4180867260000003,19743652.506895,19743652.506895,0,1.4120126460000002,105.16670187408002,1.1,True,3
EB9rURAEFFHHvcuTig6R2jfaPMzWWwmRnzeoPnigGer,1785083105,2026-07-26T16:25:05Z,5495.954081077914,1785085151,2026-07-26T16:59:11Z,5,5,5.280528826,6.688360619,14492727.690822,14492727.690822002,0,1.4078317929999997,104.85531194263999,34.1,True,10
4EDbfvj4avEKHHHu7skwKFWGLhrVbw5B64vB1H4LTfDu,1785083176,2026-07-26T16:26:16Z,18959.021431352598,1786221347,2026-08-08T20:35:47Z,14,5,0.7007352609999999,2.082382846,709564.845738,709564.845738,0,1.3816475850000045,102.90511213080035,18969.52,True,19
8XaSwG4qmvGrvsniBW4VgpW2NRELsianbLw98XpivjUP,1785083475,2026-07-26T16:31:15Z,14696.305926235518,1785540434,2026-07-31T23:27:14Z,3,13,0.714242183,2.0848335330000003,483648.94636400003,483648.94636400003,0,1.37059135,102.081643748,7615.98,True,16
omegoMAe1AMY5MFKQQr3JwXVy8F4eCvmBAfcpo8XAfq,1785083170,2026-07-26T16:26:10Z,19559.93186965614,1787435873,2026-08-22T21:57:53Z,47,21,7.064815960000001,6.895928091,22804560.130459,22804574.72006399,4139687.543983,1.3481720916816697,100.41185738845077,39211.72,False,68
B5LJMjBTY2YnkRtpTmWe4DGzdkuv12XFLAg6bo97Lcd2,1785083389,2026-07-26T16:29:49Z,4537.951245298835,1785088708,2026-07-26T17:58:28Z,4,6,4.106917602,5.44170967,2589958.12325,2589958.12325,0,1.3347920679999996,99.41531322463997,88.65,True,10
9ERrNvQtSfNEqMKBw1V3zHWMZUPNM5DxH4q5UNnZKz2c,1785083147,2026-07-26T16:25:47Z,15141.475537653558,1785103051,2026-07-26T21:57:31Z,12,11,3.9732740799999995,5.265354637000001,3072224.7991450005,3072224.799145,0,1.2920805570000002,96.23415988536003,331.73,True,23
3s1YTjcrgqyGPzge7Za45Lezbkhjnp5YqqioYmXf8jiB,1785083558,2026-07-26T16:32:38Z,27395.8166978026,1785721256,2026-08-03T01:40:56Z,7,6,9.013582026,10.291438576000001,13605294.570552,13605294.570552,0,1.27785655,95.17475584400002,10628.3,True,13
CDti4ccEey6aDYQb1bHawW17hgCGQ1NfmP3WJhr3w6bR,1785083448,2026-07-26T16:30:48Z,16613.253657418638,1785084830,2026-07-26T16:53:50Z,1,3,0.106904002,1.367030718,436844.260861,436844.260861,0,1.260126716,93.85423780768001,23.03,True,4
2Y5UatxnQWGv6URdieEZxwCi2uNE2khoqRU8ZeMyZvyh,1785083106,2026-07-26T16:25:06Z,6217.438283910681,1786647426,2026-08-13T18:57:06Z,1,2,1.20818328,2.406112259,13688266.523349,13688266.523349,0,1.197928979,89.22175035592001,26072.0,True,3
D9gQ6RhKEpnobPBUdWY5bPQt2p3zGk3iVz6ChpUi2ArA,1785083078,2026-07-26T16:24:38Z,2207.232439401224,1785792819,2026-08-03T21:33:39Z,2,10,4.02335176,5.205660331,96451881.607692,96451881.607692,0,1.182308571,88.05834236808,11829.02,True,12
65tWUV8YHkRxKDMQRQG7BwDJYhmN8Bty64GmXWXn781u,1785083188,2026-07-26T16:26:28Z,18282.135352715908,1785340319,2026-07-29T15:51:59Z,11,9,48.219663768000004,49.395040266,15210078.352868002,15210078.352868,0,1.1753764979999994,87.54204157103996,4285.52,True,20
XKUUBZQRQs7hgXmjWVJFhYNmGDdqPKZcGedd4NhZuUd,1785083210,2026-07-26T16:26:50Z,12314.444494751084,1785085704,2026-07-26T17:08:24Z,5,2,0.509485403,1.663822993,2173472.741901,2173472.741901,0,1.15433759,85.9750637032,41.57,True,7
7MUrpzoaqifpVyxPXiiBfENHKHFoFJkwGEivZ8bxem8T,1785083389,2026-07-26T16:29:49Z,4478.492283395044,1785083479,2026-07-26T16:31:19Z,1,2,0.507642773,1.654258279,7918024.895887,7918024.895887,0,1.1466155059999998,85.39992288687999,1.5,True,3
ADogYmtymE6EyMdFnpACZ2goHkfTVEA3fbV2uApppdWw,1785083492,2026-07-26T16:31:32Z,16146.440177141958,1785618033,2026-08-01T21:00:33Z,7,4,0.613251483,1.738646133,446643.788368,446643.788368,0,1.12539465,83.819393532,8909.02,True,11
AKYENzX6a6r3EH8svE62ZXPyUoBmGAMNzmf1eHmgRzxH,1785083127,2026-07-26T16:25:27Z,6745.574321155854,1785571425,2026-08-01T08:03:45Z,4,13,3.204405302,4.305759543000001,5993367.30825,5993367.308250001,0,1.1013542409999995,82.02886386967997,8138.3,True,17
H6tV9WXDZ56dnf9dJUqvJLvWng96d1JTPNHehcUaibv6,1785083555,2026-07-26T16:32:35Z,24565.859235082993,1785093487,2026-07-26T19:18:07Z,12,10,1.8399960840000003,2.9274330859999997,1192093.136746,1192093.136746,0,1.0874370019999997,80.99230790895999,165.53,True,22
3KVdcRx6H4QYLs3A3fT45cy1VSTbWbrMfXJtcUfTJSyd,1785083450,2026-07-26T16:30:50Z,15624.048034315607,1785084888,2026-07-26T16:54:48Z,1,5,0.20417408,1.276249463,907852.1318,907852.1318000001,0,1.072075383,79.84817452584001,23.97,True,6
RuAjtSKGsaAGPoeeEvazDBkdPZvPNH7gqEs1haJho6T,1785083393,2026-07-26T16:29:53Z,6564.5199232691075,1786794951,2026-08-15T11:55:51Z,2,3,0.69572021,1.748433591,7419241.536111,7419411.397263,0,1.052713381,78.40609261688,28525.97,True,5
5k6UhoEWk64XSosduGovHVqGy9S7kE36fTmuSk7sJCAY,1785083458,2026-07-26T16:30:58Z,14602.787217112393,1787655046,2026-08-25T10:50:46Z,26,24,4.329148420000001,4.863681861,698451.2028970004,697389.4493900002,1061.753507,1.0353090689980449,77.10981945897439,42859.8,False,50
GXWhH8CdRJ5ZHrComffE1fzbG5bJtKMgEKRfZMUxYgKm,1785083393,2026-07-26T16:29:53Z,6728.661427616667,1786794951,2026-08-15T11:55:51Z,2,3,0.687039223,1.716739118,7147674.656640001,7147843.608320001,0,1.029699895,76.69204817960001,28525.97,True,5
Htc27SzjE1V7uNtoE2v9GqqX5Gdiz3DNioDqrzQBVgnX,1785083456,2026-07-26T16:30:56Z,16495.007869811754,1785098152,2026-07-26T20:35:52Z,38,22,14.398374080000002,15.402707943000003,8491321.508431999,8491321.508431999,0,1.0043338630000007,74.80278611624006,244.93,True,60
6AhH7XGofKCU3NGrYNGA8DFmFdw7CtY34CzfTs3u99sm,1785083393,2026-07-26T16:29:53Z,6387.692777257825,1786794951,2026-08-15T11:55:51Z,2,2,0.8122676959999999,1.782806047,8905652.338787999,8905802.233492,0,0.9705383510000001,72.28569638248001,28525.97,True,4
45DbwvGupCdoYe6Zp9uYwxEH8bKgCGD3Es4mLVnDrkgT,1785083502,2026-07-26T16:31:42Z,14320.51083208928,1785084287,2026-07-26T16:44:47Z,1,2,0.303551958,1.265390338,1470877.920764,1470877.920764,0,0.9618383799999999,71.6377225424,13.08,True,3
2AF5w9P6TsZk7Fddrr8QLWEHGJQgnZDUFebggRS4w1r8,1785083496,2026-07-26T16:31:36Z,16028.586281241945,1785083757,2026-07-26T16:35:57Z,1,2,0.55217408,1.4440873440000002,2409247.152031,2409247.152031,0,0.891913264,66.42969990272,4.35,True,3
A8st9QNWjLcioTs5WWoE5mUhgBGUPjh9rq6TRSGumtqn,1785083106,2026-07-26T16:25:06Z,5867.562778993707,1785083297,2026-07-26T16:28:17Z,1,3,1.8872188870000002,2.776607254,22263699.807715,22263699.807715,0,0.8893883669999996,66.24164557415997,3.18,True,4
8zws4rkYZGFX7G7uJ8x7WHFh5JLkSb5KePgwSVNkzsxu,1785083473,2026-07-26T16:31:13Z,13354.289007274207,1785093376,2026-07-26T19:16:16Z,5,5,6.005328838,6.885385308,9499190.884730998,9499190.884730998,0,0.8800564700000006,65.54660588560006,165.05,True,10
HDp472dUvzYGtVSarR4EGLkcMJP74QFRMTsT9YA6ibCd,1785083405,2026-07-26T16:30:05Z,16193.378368962129,1785139296,2026-07-27T08:01:36Z,23,24,7.358347723,8.236086459000001,6180027.525904,6180027.525903998,0,0.8777387359999995,65.37398105727996,931.52,True,47
FzczrxtQeuejaiq4wXdzj9kSDQFH8KGAt6ZQjnLjAXfv,1785083473,2026-07-26T16:31:13Z,12372.773684741587,1787455869,2026-08-23T03:31:09Z,30,34,8.730268159999998,9.565815272999998,8613167.386439,8613167.386438997,0,0.8355471130000004,62.231548976240035,39539.93,True,64
F7u8ejvVkXFWZu3n41nDYvN9xdLSZgcr9gmcHeCo5wpK,1785083427,2026-07-26T16:30:27Z,18855.755151783178,1785085979,2026-07-26T17:12:59Z,6,6,0.60213408,1.429673803,962851.2204160001,962851.2204160001,0,0.8275397229999999,61.635158569039994,42.53,True,12
EqVjkrxV7i3xVMFBZWJFPWrp9e1fBPYZTtSJtdQc6PSs,1785083414,2026-07-26T16:30:14Z,14389.75437562093,1785128840,2026-07-27T05:07:20Z,7,8,4.005241538,4.831729446,11265842.607989999,11265842.607989999,0,0.826487908,61.55681938784001,757.1,True,15
8EDnMf26D4NYxBoHnCiQ6jGx3tqysfhur6eBYHDCACrC,1785083523,2026-07-26T16:32:03Z,21243.270372707168,1785144130,2026-07-27T09:22:10Z,7,18,0.70392548,1.5294540789999997,1010374.150134,1010374.1501339999,0,0.8255285990000001,61.48537005352001,1010.12,True,25
9tjQNViwKtV9DgN5Ua82AaSJLycPYs6LmEWerXjjNEb2,1785083459,2026-07-26T16:30:59Z,11996.58217454129,1785092512,2026-07-26T19:01:52Z,9,28,7.5385396149999995,8.30250605,7322321.410194,7322321.410194002,0,0.7639664350000006,56.90022007880005,150.88,True,37
