wallet,first_buy_time_utc,first_buy_mcap_usd,n_buys,tokens_bought,eth_spent,usd_spent,tokens_held_at_window_close,current_onchain_balance,current_usd_value,status
0x2aa0bcf849ec7d9dfbc95cf4dd68bc1a17123294,2026-08-31T18:18:27Z,70309.26,3,4869558.4135,0.11940024,295.49,4869558.4135,4869558.4135,521.04,still holds
0x267444d099b10fb5ed7c3cc7b7c767adca574952,2026-08-31T17:20:47Z,52670.05,1,4698623.6355,0.1,247.48,4698623.6355,81632653.0612,8734.69,still holds
0x7a40e53bbfe8fa9e661b52a10b2ca9214b525475,2026-08-31T17:37:04Z,68815.08,4,4633154.5673,0.11906533,294.66,4633154.5673,10414224.3877,1114.32,still holds
0xf333b01b1a50541ee88ee42230f2944786a6f30f,2026-08-31T20:49:22Z,83978.76,1,4622178.5754,0.15684902,388.17,4622178.5754,9680.6061,1.04,still holds
0x256f5e739aa40beff383c87502f5f79f1c86b90e,2026-08-31T19:20:35Z,78810.33,3,4590412.7661,0.1485,367.5,4590412.7661,7027387.2821,751.93,still holds
0xe35087375321fa1c6f4f82a338c1961c604a376f,2026-08-31T17:29:00Z,48207.21,1,4319927.5609,0.08415,208.25,4319927.5609,4319927.5609,462.23,still holds
0x1691d2642ebf2bfaecd84f898c97ca7b5e08782c,2026-08-31T20:35:09Z,72733.11,2,4293347.4274,0.1279035,316.53,4293347.4274,4293347.4274,459.39,still holds
0x244e5d22e518530395deafcde0932f567159cca3,2026-08-31T17:21:33Z,38668.9,2,4023509.9615,0.066,163.33,4023509.9615,0.0,0.0,exited after window
0x115bb49e4e0546d499ec8b1f8b75e6c59c03ab3f,2026-08-31T17:45:23Z,75356.57,1,3995414.4665,0.12166022,301.08,3995414.4665,5614799.4364,600.78,still holds
0xc658de63f04af9f7846080f858eaa28059ed13a6,2026-08-31T17:21:33Z,39372.97,2,3953202.3675,0.066,163.33,3953202.3675,0.0,0.0,exited after window
0x0e0a543d71689aaa75a7f616f66111a277777777,2026-08-31T18:56:56Z,74750.55,2,3934856.0484,0.11978254,296.43,3934856.0484,2346696.1515,251.1,still holds
0xccbd5d905df8d82b58809a5ee2f4d2398084ff4b,2026-08-31T17:21:33Z,40083.39,2,3884722.7452,0.066,163.33,3884722.7452,0.0,0.0,exited after window
0x078bcf71506815fecdfa501041e27a85e3b1984e,2026-08-31T17:21:14Z,48881.68,3,3809963.3882,0.08634047,213.67,3809963.3882,3809963.3882,407.67,still holds
0x6078ee8a93697c6d67863fcbff77141d9ab358b2,2026-08-31T17:52:14Z,65353.95,1,3748846.9825,0.099,245.0,3748846.9825,12225858.6346,1308.17,still holds
0x639890cf2876289f78fef53f943c8cc1dcc76259,2026-08-31T19:08:05Z,80006.54,1,3702449.7095,0.11969618,296.22,3702449.7095,3702449.7095,396.16,still holds
0x1e77e0712a43059b97d1cd11c95113677387da07,2026-08-31T18:10:32Z,55981.24,3,3483372.0929,0.1092861,270.46,3483372.0929,3388319.7482,362.55,still holds
0xece4c8a71eaa31a487b15995c78bf786bfa30833,2026-08-31T20:38:30Z,77239.32,1,3204025.4401,0.1,247.48,3204025.4401,3204025.4401,342.83,still holds
0xeeb64b37034c0dae1cb54792d8180580676c1120,2026-08-31T17:57:46Z,66887.71,1,2981131.747,0.08057366,199.4,2981131.747,2494108.3252,266.87,still holds
0x02c9f7d9a27ad57a40f05de276012d698db2697d,2026-08-31T17:39:27Z,75216.34,4,2979086.2157,0.10099359,249.94,2979086.2157,3414177.5932,365.32,still holds
0x1dad67761031c9886afea86d8256f51e92229f64,2026-08-31T18:27:11Z,51643.62,1,2858970.8238,0.05966121,147.65,2858970.8238,3284596.184,351.45,still holds
0x939c1fb5d53cfc0370d4c76e0be2ac2fd1bd9e27,2026-08-31T17:28:12Z,59308.91,2,2845937.0672,0.06514212,161.21,2845937.0672,4115338.4947,440.34,still holds
0xb309e8f0e8f9426de4394c0f5e0691f9bdeaa34f,2026-08-31T18:10:35Z,55322.75,2,2844574.9557,0.06405558,158.52,2844574.9557,2713269.8802,290.32,still holds
0x530dd5ba7921bcdc3d991b7b5cd6768fd4dd34c3,2026-08-31T20:46:47Z,83258.83,4,2815778.8319,0.12766559,315.94,2815778.8319,2815778.8319,301.29,still holds
0xe56518494572358a94033f5c019fb5b0aaef4404,2026-08-31T17:26:15Z,82208.88,11,2776292.4307,0.0757346,187.43,2776292.4307,4474914.8263,478.82,still holds
0x9bbcca9cb2441c3031f79ca8b2f79bf6e38160f7,2026-08-31T18:19:09Z,71556.64,1,2668937.4109,0.07717097,190.98,2668937.4109,2668937.4109,285.58,still holds
0x25366a603e75c16873e80015553a54b356edab09,2026-08-31T17:30:30Z,56284.13,1,2611769.4923,0.0594,147.0,2611769.4923,0.0,0.0,exited after window
0x7aa49ab3728bc6fc9ec098a9630cc2c6ac17856f,2026-08-31T18:32:30Z,66004.52,3,2600223.5779,0.11,272.22,2600223.5779,0.0,0.0,exited after window
0x081ecb3fe606f56134a9b4b2f0d6c631cdbc5511,2026-08-31T19:29:38Z,84118.15,1,2355617.7602,0.08006821,198.15,2355617.7602,2355617.7602,252.05,still holds
0xa0ed47a5dc1017db87d3807ecd95750b3ea0ff85,2026-08-31T17:23:37Z,65073.92,1,2258987.6735,0.0594,147.0,2258987.6735,8634654.0296,923.91,still holds
0x1aa9723fe2ad3ae37aaaf5e03579157f33354321,2026-08-31T19:22:16Z,86008.93,1,2221880.0166,0.07722,191.1,2221880.0166,0.0,0.0,exited after window
0x474600af5cafe994cfff2abe156e0aa0e6f9eb78,2026-08-31T17:23:37Z,66720.84,1,2203227.2785,0.0594,147.0,2203227.2785,0.0,0.0,exited after window
0xcea0f3f5c4e44312d21a25b651f09da71b08cc2e,2026-08-31T17:23:37Z,68388.35,1,2149506.2808,0.0594,147.0,2149506.2808,0.0,0.0,exited after window
0x225ad5b95e0701e286f838b1d064dafc21786fbe,2026-08-31T17:23:37Z,70076.43,1,2097726.4258,0.0594,147.0,2097726.4258,0.0,0.0,exited after window
0xbe25f141dc44a2b9a2a838324376d01a9c6b5860,2026-08-31T17:23:37Z,71785.09,1,2047795.3053,0.0594,147.0,2047795.3053,0.0,0.0,exited after window
0xbbaa61ee4d230550e0250b3bfbe5d4476f5f198b,2026-08-31T18:13:48Z,60254.48,1,2033060.2913,0.0495,122.5,2033060.2913,1733508.0867,185.49,still holds
0x55168556718c4190e423158ae5ac4c0568828660,2026-08-31T21:10:53Z,108904.16,2,1984461.7401,0.08814844,218.15,1984461.7401,0.0,0.0,exited after window
0x5690d0c52d16eeb8936c0727cbeb8e085b24f30b,2026-08-31T17:47:11Z,83477.6,2,1977653.4823,0.06633,164.15,1977653.4823,1977653.4823,211.61,still holds
0xdefeb2a4f864095559f86c64a5b3a562222fa1c3,2026-08-31T17:28:36Z,62557.1,1,1958226.5848,0.0495,122.5,1958226.5848,0.0,0.0,exited after window
0xc9650c9a1da749cdc83b3c802d88227d426d9641,2026-08-31T17:22:48Z,64903.19,1,1887441.7455,0.0495,122.5,1887441.7455,8326502.4097,890.94,still holds
0x02c1659d31df65455ce8aab075866a3c32b227ea,2026-08-31T17:22:48Z,66272.39,1,1848446.5977,0.0495,122.5,1848446.5977,0.0,0.0,exited after window
0x8fc3b46308f2e0ebc732484a7f017aa721f7e3aa,2026-08-31T17:30:26Z,55012.58,1,1822826.1786,0.04052032,100.28,1822826.1786,1822826.1786,195.04,still holds
0x1196eda1ebcfcd18251538d23dded72c3fe0e048,2026-08-31T20:02:46Z,79237.36,1,1811475.0378,0.058,143.54,1811475.0378,1811475.0378,193.83,still holds
0x89d231b28f22a5c9c037a20070b1a16cc72c11d6,2026-08-31T17:22:48Z,67655.9,1,1810647.572,0.0495,122.5,1810647.572,8118022.8879,868.63,still holds
0x4077802a645244c7ec69919c689d0aac1ca39352,2026-08-31T17:22:48Z,69053.69,1,1773996.2444,0.0495,122.5,1773996.2444,8084407.8863,865.03,still holds
0x60586c6f72fc55dc7d3db05be1c6575115afd437,2026-08-31T17:48:53Z,84692.04,1,1697007.8146,0.05807538,143.72,1697007.8146,4280770.976,458.04,still holds
0x7371b691edc98fa938a367a28cb454977c363a83,2026-08-31T17:38:57Z,77811.78,1,1590226.5516,0.05,123.74,1590226.5516,0.0,0.0,exited after window
0x2072e38b93ebc6eb011391cee59f70b1873773c6,2026-08-31T17:59:50Z,62892.28,1,1563757.0696,0.0397404,98.35,1563757.0696,0.0,0.0,exited after window
0x1db818b87751657a1cd481129eafea0aff850950,2026-08-31T17:27:44Z,64822.32,1,1524322.8971,0.03992705,98.81,1524322.8971,1524322.8971,163.1,still holds
0x3bce5d04c2666d262f5b91773ed85003901826b8,2026-08-31T17:25:16Z,81226.8,1,1508135.0839,0.0495,122.5,1508135.0839,0.0,0.0,exited after window
0x94042360761545522eb235c1d8fdf7248356e81d,2026-08-31T17:33:31Z,68686.92,2,1467511.4852,0.03926044,97.16,1467511.4852,733755.7426,78.51,still holds
0x39218e1ae52e7b564db8f1b52ba7ed2c535aed82,2026-08-31T18:44:33Z,57428.84,1,1434988.8844,0.0333,82.41,1434988.8844,2475609.5031,264.89,still holds
0xa90383f9ac704ea17ab519b1e04378090d4fb0a3,2026-08-31T17:57:31Z,69570.17,1,1414436.7768,0.03976237,98.4,1414436.7768,1414436.7768,151.34,still holds
0xde3799a8fda4fb864e5bea61580da764fdbbc2f9,2026-08-31T17:36:42Z,67977.8,2,1410879.116,0.03844645,95.15,1410879.116,1410879.116,150.96,still holds
0x2bac200dd05929f190216666465078b2f62c1d99,2026-08-31T21:01:34Z,107115.08,1,1410532.7294,0.06105193,151.09,1410532.7294,0.0,0.0,exited after window
0xd535a0e0d0c3e4a3f494fac0558658320290c0a7,2026-08-31T18:13:28Z,58251.2,2,1368499.1327,0.03328298,82.37,1368499.1327,1368499.1327,146.43,still holds
0xf1462d010ab43bd33306631f4901ed092eac7c87,2026-08-31T17:21:17Z,52804.49,1,1351493.6901,0.02883703,71.37,1351493.6901,4740184.4638,507.2,still holds
0x4bd8598cdca1b218f2f964f3832ebbea354383b8,2026-08-31T17:21:17Z,49226.92,1,1317294.4847,0.02620301,64.85,1317294.4847,4305992.1352,460.74,still holds
0x0c611c10f75aa0aa09b0fa93f4d66cc391fb1252,2026-08-31T17:55:10Z,79510.42,2,1316613.4108,0.03775788,93.44,1316613.4108,1926737.1034,206.16,still holds
0x2d56c87356589f6b62f4dede1b069e909c7db893,2026-08-31T20:26:40Z,74595.27,1,1295352.185,0.03904494,96.63,1295352.185,1295352.185,138.6,still holds
0xd290b3110825a3eaa52a57eb60767c2785d46f5d,2026-08-31T19:38:51Z,95493.8,1,1282816.1446,0.0495,122.5,1282816.1446,1282816.1446,137.26,still holds
0xaec3d4dfcfe1b35943034fada6362f512fca05af,2026-08-31T19:17:32Z,77630.69,1,1262397.4561,0.0396,98.0,1262397.4561,0.0,0.0,exited after window
0x1a5d80c0f03d26aefd94b2a85871924160bf00e7,2026-08-31T18:09:31Z,57494.79,1,1241338.7345,0.02883928,71.37,1241338.7345,1241338.7345,132.82,still holds
0x5f28e15ba9cc8f1280c5040728fa2995a19d38d4,2026-08-31T17:42:50Z,66159.57,3,1235261.6186,0.0350025,86.62,1235261.6186,3296124.702,352.69,still holds
0xecfe8de3f57285c3909f92a47cd7d2cd02154e65,2026-08-31T17:21:17Z,52127.67,1,1229024.3275,0.02588776,64.07,1229024.3275,4005897.3318,428.63,still holds
0x9bc87dc4b5bd07c3f25e3a9c4067af9cf90f9421,2026-08-31T17:32:04Z,61439.18,1,1217187.3007,0.03021819,74.78,1217187.3007,0.0,0.0,exited after window
0xf4bedf1ce7c20ac2e450bcc7850984361de555e8,2026-08-31T17:21:17Z,51499.74,1,1210788.7783,0.02519643,62.36,1210788.7783,3885477.1437,415.75,still holds
0xdcfcd618a920f2bf626ca18cfbcecce1da88647f,2026-08-31T21:19:16Z,122147.56,1,1203901.1841,0.05942118,147.05,1203901.1841,1692517.8127,181.1,still holds
0x6524656e990057403e67a2efaffe8b73af678fa3,2026-08-31T17:20:48Z,49674.12,1,1183626.3131,0.02375803,58.8,1183626.3131,0.0,0.0,exited after window
0xd3263483ba74eb13a7c5d7ccc1f26e4d837b7c7a,2026-08-31T17:52:18Z,72057.5,2,1171990.5818,0.03465,85.75,1171990.5818,1171990.5818,125.4,still holds
0x835e0b395d3b2b7e2c3cc954adbf42f827222529,2026-08-31T17:20:48Z,50247.68,1,1170115.6361,0.02375803,58.8,1170115.6361,0.0,0.0,exited after window
0xf2942664e1874c60ecb9a69161ad544990998e1d,2026-08-31T17:20:48Z,50824.53,1,1156834.9757,0.02375803,58.8,1156834.9757,0.0,0.0,exited after window
0xed4adac8542254e630aebe833af091c5463c0aaf,2026-08-31T17:20:48Z,51404.67,1,1143779.1401,0.02375803,58.8,1143779.1401,0.0,0.0,exited after window
0x8b3e705ca70e15046ce943b5d1e2eaa48642839b,2026-08-31T17:21:17Z,50358.64,1,1126595.2166,0.0229249,56.73,1126595.2166,4283353.5802,458.32,still holds
0xb29de48c52175cf0cfdf0265169c9f850e31da81,2026-08-31T17:21:17Z,49811.0,1,1112337.9458,0.02238864,55.41,1112337.9458,4195780.907,448.95,still holds
0x69859d1dec2fab389a5da6fc83b2bf2900aafec6,2026-08-31T17:21:17Z,50913.79,1,1106221.3446,0.02275847,56.32,1106221.3446,3845129.3268,411.43,still holds
0x4c70a1eb354c4f5b2ea98dd152cb7fe70c650a57,2026-08-31T18:09:17Z,56772.77,1,1104350.0217,0.02533451,62.7,1104350.0217,1104350.0217,118.17,still holds
0x0a4eeaaced0005c13355df625f21945af7d583de,2026-08-31T17:21:17Z,53459.96,1,1101923.3754,0.02380376,58.91,1101923.3754,3850385.0835,411.99,still holds
0x548259a8193e3613a4ada146403c21ceb22131a3,2026-08-31T17:33:17Z,67430.45,1,1101031.0411,0.03,74.24,1101031.0411,0.0,0.0,exited after window
0x161095484776f544ff3fc10250dbdc45f558f701,2026-08-31T17:53:33Z,74024.76,2,1076811.8515,0.03099684,76.71,1076811.8515,1377027.7593,147.34,still holds
0xff6e194e9a6e7020d62a9ee45bd4b5fed59f8c67,2026-08-31T17:34:59Z,62115.41,2,1067893.0159,0.029,71.77,1067893.0159,1067893.0159,114.26,still holds
0x83de8651268d4bf07ef0c180a45d162c1af90c21,2026-08-31T19:34:28Z,83413.68,1,1056181.1214,0.03559929,88.1,1056181.1214,2445727.4906,261.69,still holds
0x937f849df54d8278c99b93b722ff1db6db193021,2026-08-31T20:55:30Z,87758.25,1,1055064.1956,0.03741386,92.59,1055064.1956,2412927.294,258.18,still holds
0xdef2ede50b4e52bdcc4dfaf8a3ec198348dc11a2,2026-08-31T18:13:28Z,57628.54,1,1051892.2573,0.02449484,60.62,1051892.2573,1051892.2573,112.55,still holds
0x2eecab28f4b3b10901681bb3ca97d2bccfae6ecb,2026-08-31T17:36:33Z,67933.47,4,1040774.4684,0.028215,69.83,1040774.4684,0.0,0.0,exited after window
0xbde3a9cb6e93e28e676b77a335a5519ab4a4e4a3,2026-08-31T18:58:46Z,95811.64,1,1028014.2846,0.0398,98.5,1028014.2846,0.0,0.0,exited after window
0x61daea474f20874c65e5d5e882f0eb9e5ca94ea1,2026-08-31T17:25:02Z,96843.24,1,1026664.2959,0.04017569,99.43,1026664.2959,0.0,0.0,exited after window
0x405b55c324085a1372fcc7a1cc70a313524b568b,2026-08-31T17:25:30Z,74425.86,2,1024024.0802,0.02985,73.87,1024024.0802,1024024.0802,109.57,still holds
0xb17e873ebce66d32b3f2d32f1d7b833e59212a6e,2026-08-31T17:39:50Z,76505.32,12,1017261.662,0.0297,73.5,1017261.662,1094990.8259,117.16,still holds
0x9fe751a1c833b1e57c6666c1cba8abea4d638fb4,2026-08-31T18:38:48Z,56310.29,3,1013785.8004,0.02395908,59.29,1013785.8004,1013785.8004,108.48,still holds
0x9bd3da32c12f1fe96174706dc7dd2ca77b20f34c,2026-08-31T17:21:18Z,54331.07,1,994325.1013,0.02182942,54.02,994325.1013,0.0,0.0,exited after window
0x9b0f9b9492ef66c80f8871e127eeab51d67bd67f,2026-08-31T17:39:04Z,79045.96,1,987212.9736,0.03153234,78.04,987212.9736,987212.9736,105.63,still holds
0xffc192203f9df5e27d489176a28971a400273aff,2026-08-31T17:58:45Z,68603.41,1,982101.9424,0.027225,67.38,982101.9424,0.0,0.0,exited after window
0x6fc6d78cb5906f2890dde67a2726463d9623705d,2026-08-31T18:01:14Z,60643.63,2,981031.3345,0.02354698,58.27,981031.3345,981031.3345,104.97,still holds
0x12ed0c1419e3eec38d40dd092a24cb6ae3e019bc,2026-08-31T17:30:00Z,57475.53,2,953212.2722,0.03081259,76.25,953212.2722,1421593.2231,152.11,still holds
0xd549d2cb0cc66fe7de603987b61268d40f0e2f57,2026-08-31T19:18:48Z,77706.24,2,944070.4374,0.0297,73.5,944070.4374,7890647.214,844.3,still holds
0x5b6b51466be37f1754dce43c66a5804812c3f480,2026-08-31T20:27:40Z,75353.71,2,881072.1924,0.02683601,66.41,881072.1924,881072.1924,94.27,still holds
0xc680c56b4e9127e0588641d5db151ecf7e707165,2026-08-31T17:27:09Z,82294.43,1,878527.2435,0.02921402,72.3,878527.2435,0.0,0.0,exited after window
0x0c1d2e6be2e0d83ec341a5314bd67da1966ddc4c,2026-08-31T21:02:05Z,108004.16,4,866958.2956,0.03795125,93.92,866958.2956,876484.4479,93.78,still holds
0x126a08462a3bafa1a3ea3c9240307589999f15af,2026-08-31T20:34:21Z,71654.71,1,857831.317,0.02483775,61.47,857831.317,857591.8964,91.76,still holds
0x19ec2a02ff73e052e870edf77e2d43704189cb4b,2026-08-31T18:11:42Z,57447.1,1,857488.7694,0.019905,49.26,857488.7694,857488.7694,91.75,still holds
0xff74a623748312037be09a5ef2ca1243db56d99f,2026-08-31T21:14:52Z,114106.76,1,825455.0305,0.03806014,94.19,825455.0305,825455.0305,88.32,still holds
0x44b82ea50956a10beec5dae017db6482917ff7a5,2026-08-31T17:49:34Z,77704.1,1,822689.6039,0.02583126,63.93,822689.6039,802703.0573,85.89,still holds
0x258036441ed43d6e58ae6c9d5b41469460de9ffc,2026-08-31T17:22:39Z,62105.47,1,796956.2987,0.02,49.5,796956.2987,0.0,0.0,exited after window
0x1b7a739592dcc04db697dffa9c8a53490d075ef0,2026-08-31T20:36:41Z,75392.12,1,796904.0287,0.02427714,60.08,796904.0287,796904.0287,85.27,still holds
0xfb1854d07189f9623771bc8fb1e4e171d57da96a,2026-08-31T18:56:02Z,62007.37,1,786132.4094,0.01969721,48.75,786132.4094,0.0,0.0,exited after window
0x6f172964827400427f2b93e7a9b02e0c1bc3360d,2026-08-31T17:33:28Z,68360.12,2,776140.0588,0.01881011,46.55,776140.0588,776140.0588,83.05,still holds
0x53372ac65a0a4821778d06152521df9c362712a1,2026-08-31T18:07:03Z,55545.22,1,742251.9258,0.01665957,41.23,742251.9258,742251.9258,79.42,still holds
0x027091f7e186468ff6a5f7308e46014c205d76aa,2026-08-31T18:02:49Z,65930.31,2,739319.9196,0.0198,49.0,739319.9196,739319.9196,79.11,still holds
0x0b4cd04228d580c661bc7a6347e454e8c48efeaf,2026-08-31T18:54:35Z,61246.12,1,698343.0072,0.01728276,42.77,698343.0072,698343.0072,74.72,still holds
0xd7b1f3621500333fefe9b69fca43db25575db1f5,2026-08-31T17:50:28Z,74354.23,3,696739.6327,0.02102674,52.04,696739.6327,2420311.3796,258.97,still holds
0x68b5d2b88723168080977922daf5852a5dd63bca,2026-08-31T17:22:49Z,70609.27,1,693965.4692,0.0198,49.0,693965.4692,0.0,0.0,exited after window
0xcbae3d6453124dc5c4d9b764d1581da0a442d286,2026-08-31T18:43:38Z,58036.32,1,690972.8394,0.01620416,40.1,690972.8394,684926.8271,73.29,still holds
0xe758f5b84486a55bb2614a1bc5e9e42e5f89375c,2026-08-31T19:08:58Z,81615.11,1,682629.4089,0.02251237,55.71,682629.4089,0.0,0.0,exited after window
0xaa19fa54219d68c8e0baf9a77dcf18aae0bd145c,2026-08-31T20:52:33Z,86789.21,1,666258.9111,0.02336546,57.82,666258.9111,0.0,0.0,exited after window
0x47fec07146bca78a5a9c7736480cc006474c5b8a,2026-08-31T17:25:40Z,75819.22,1,646279.3332,0.0198,49.0,646279.3332,0.0,0.0,exited after window
0xe031b7ecf95238f864e385674c7da555d2bc2c05,2026-08-31T18:08:37Z,55270.87,1,642748.8427,0.014355,35.53,642748.8427,0.0,0.0,exited after window
0x0175b01d8ef9b494888d6babdbc4f6d89f74de65,2026-08-31T19:14:49Z,78350.01,1,628562.3982,0.0199,49.25,628562.3982,628562.3982,67.26,still holds
0x93c9945853ff79cc13a86beb94c428e0faa733f0,2026-08-31T20:45:24Z,80415.61,1,609523.2561,0.01980598,49.02,609523.2561,609523.2561,65.22,still holds
0x35b9607ac4ed5a22b0112c06dd9d823340a0087c,2026-08-31T18:48:51Z,62803.17,1,604703.7157,0.01534581,37.98,604703.7157,604703.7157,64.7,still holds
0xe597ecc951bec0ce5ab5f6b83e27a95a4db37ac6,2026-08-31T18:53:48Z,60827.13,1,604175.9993,0.01485,36.75,604175.9993,1149933.6901,123.04,still holds
0x446301cd44644b7d74176a712b0c7893a6ed6d8d,2026-08-31T21:18:08Z,126494.07,1,583994.1939,0.02985,73.87,583994.1939,583994.1939,62.49,still holds
0xa21354d376642f959be7e701e0471e34c999284d,2026-08-31T17:41:39Z,66237.75,1,554823.9988,0.01485,36.75,554823.9988,554823.9988,59.37,still holds
0x05876eb0cb7b2496b39f4dc626b243ea3ceacb96,2026-08-31T18:56:51Z,70483.74,1,550305.9162,0.01567324,38.79,550305.9162,0.0,0.0,exited after window
