wallet,first_buy_time_utc,first_buy_mcap_usd,n_buys,tokens_bought,eth_in,usd_in,n_sells,tokens_sold,eth_out,usd_out,realized_pnl_eth,realized_pnl_usd,tokens_left_at_window_close,current_onchain_balance,current_usd_value,status
0xbd94b743034c02cd398f048fcb31c695e80859bf,2026-08-31T17:23:29Z,55780.39,1,96657.0446,0.00217862,5.39,1,96657.0446,0.00290888,7.2,0.00073026,1.81,0,0.0,0.0,sold out in window
0xa53af7ecbaff71eeffc5a67b4476b41725787444,2026-08-31T17:21:16Z,50743.14,1,96565.5452,0.00198,4.9,1,96565.5452,0.0027456,6.79,0.0007656,1.89,0,0.0,0.0,sold out in window
0x300f1d90f174124e67dd71c5c1147d4936b893c5,2026-08-31T17:26:22Z,95379.92,1,93002.6255,0.00358441,8.87,1,93002.6255,0.00263724,6.53,-0.00094717,-2.34,0,0.0,0.0,sold out in window
0x5e3b5175743f6851c02b0baff1612a022d7af707,2026-08-31T17:26:33Z,95901.95,1,92587.7392,0.00358795,8.88,1,92587.7392,0.0021894,5.42,-0.00139855,-3.46,0,0.0,0.0,sold out in window
0x487408ea939139cae317e84d0d16b43a93a6a232,2026-08-31T17:26:49Z,77992.4,1,92342.0954,0.00291016,7.2,1,92342.0954,0.00218147,5.4,-0.00072869,-1.8,0,0.0,0.0,sold out in window
0xc00d596c1d26096ebb7e9b1d5b103837fc49ecc1,2026-08-31T19:02:27Z,94817.9,1,92146.6245,0.00353049,8.74,1,92146.6245,0.00263118,6.51,-0.00089931,-2.23,0,0.0,0.0,sold out in window
0x224912bdcdf8ee17e1eced1c8937211bb07d939b,2026-08-31T19:13:23Z,85555.97,1,91552.9382,0.00316511,7.83,1,91552.9382,0.00311703,7.71,-4.807e-05,-0.12,0,0.0,0.0,sold out in window
0x2a26d21e70ff305ead158920872e28f6364f921d,2026-08-31T17:23:32Z,65911.48,1,91006.9748,0.00242383,6.0,1,91006.9748,0.00295149,7.3,0.00052767,1.31,0,0.0,0.0,sold out in window
0xdd6a03f6b71ecc432e540fbb3ba4e474bbecdb9d,2026-08-31T17:21:09Z,43633.63,1,89915.6878,0.00158534,3.92,1,89915.6878,0.00249758,6.18,0.00091224,2.26,0.0,0.0,0.0,sold out in window
0x746c3286f0e53bf617da366ada9c380ce321ff8d,2026-08-31T17:24:47Z,94216.69,1,88756.5437,0.00337904,8.36,1,88756.5437,0.00285048,7.05,-0.00052857,-1.31,0,0.0,0.0,sold out in window
0x512d7f58d845b338ef65c331253a23f17f939b65,2026-08-31T17:24:04Z,68593.19,1,88600.1131,0.00245573,6.08,1,88599.0439,0.00241637,5.98,-3.933e-05,-0.1,1.0692,1.0692,0.0,still holds
0x9d6b2a05345734a4994a29f216e8adc97a293c88,2026-08-31T17:32:59Z,67170.34,1,87360.5926,0.00237115,5.87,1,87360.5926,0.00376455,9.32,0.0013934,3.45,0.0,0.0,0.0,sold out in window
0xc4a66291c1845ec5c0aed87deae0650a3e3a596e,2026-08-31T17:21:08Z,44016.09,1,85251.0366,0.00151627,3.75,1,85251.0366,0.00222884,5.52,0.00071257,1.76,0.0,0.0,0.0,sold out in window
0x25f507875784b1a16ef68c416d9f4fc0607bddb3,2026-08-31T17:23:06Z,56685.92,1,83099.0719,0.00190343,4.71,1,83099.0719,0.00260623,6.45,0.0007028,1.74,0,0.0,0.0,sold out in window
0x333bc55331e4b91c00ad2c8e28315bbd636571e8,2026-08-31T17:24:41Z,91081.88,1,80365.5123,0.00295779,7.32,1,80365.5123,0.00350901,8.68,0.00055122,1.36,0,0.0,0.0,sold out in window
0x2269c27eff0fa3fcac4521e2f2931b38798c5b15,2026-08-31T17:28:20Z,60880.77,1,79532.1357,0.00195654,4.84,1,79532.1357,0.00202644,5.01,6.99e-05,0.17,0,0.0,0.0,sold out in window
0xb9d84566cc4fa74576dcc193c932eb6c122c0a54,2026-08-31T17:25:41Z,76149.84,1,77699.8013,0.00239086,5.92,1,77699.8013,0.00191271,4.73,-0.00047816,-1.18,0,0.0,0.0,sold out in window
0x80d8fbcaf581bd47ee4251e9a3938a7904571725,2026-08-31T17:35:45Z,60452.5,2,76724.7815,0.00210788,5.22,1,50671.6155,0.00174503,4.32,0.00050725,1.26,26053.166,0.0,0.0,exited after window
0x181b89f7b1e4ced2c6962bf5ee9fdb2c44552f63,2026-08-31T17:25:27Z,71540.12,2,75545.8707,0.00216988,5.37,1,75545.8707,0.00242521,6.0,0.00025533,0.63,0,0.0,0.0,sold out in window
0xf451638e3466ac35264386909d3e738da354c33d,2026-08-31T18:03:26Z,67107.55,1,74203.4647,0.00201215,4.98,1,74203.4647,0.00284091,7.03,0.00082876,2.05,0,0.0,0.0,sold out in window
0x9d8f071de3905a2749503c574a6b628f4113dcc7,2026-08-31T17:23:15Z,56049.19,1,73885.8603,0.00167339,4.14,1,73885.8603,0.0021118,5.23,0.00043842,1.08,0,0.0,0.0,sold out in window
0x78fbd92bded9383edb78c6f403f8bf0b8bf883a8,2026-08-31T18:03:38Z,67051.54,1,73447.7858,0.00199,4.92,1,73447.7858,0.00283401,7.01,0.00084401,2.09,0,0.0,0.0,still holds
0xa7171d32ad89d6a90022c8616ae828125e847a26,2026-08-31T18:30:04Z,54812.39,1,73137.1334,0.00161988,4.01,1,73137.1334,0.00194646,4.82,0.00032659,0.81,0,0.0,0.0,sold out in window
0x3e31670a531466c22a6026905f013193b12763a1,2026-08-31T17:23:15Z,56091.72,1,72899.8024,0.00165231,4.09,1,72899.8024,0.00268755,6.65,0.00103525,2.56,0.0,0.0,0.0,sold out in window
0xb73f4da0e8058f8d83dd18d697d023aa91b4c119,2026-08-31T17:29:35Z,58569.84,1,71751.3401,0.00169813,4.2,1,71751.3401,0.00200328,4.96,0.00030516,0.76,0,0.0,0.0,sold out in window
0x8c7dfea7f405f98cc083ab04888c17f8a143ccf5,2026-08-31T17:27:03Z,81755.29,1,69695.8458,0.00230244,5.7,1,69695.8458,0.0015436,3.82,-0.00075884,-1.88,0.0,0.0,0.0,sold out in window
0x23af442a08d1f372f9ea2a32a5e4a38a0eff738b,2026-08-31T17:26:29Z,95872.07,1,67412.2576,0.00261154,6.46,1,67412.2576,0.0015288,3.78,-0.00108274,-2.68,0,0.0,0.0,sold out in window
0x903f03ba9bbd7e7ab1474cc45044f4874ab90e35,2026-08-31T17:25:54Z,73190.02,1,66949.555,0.00198,4.9,1,66949.555,0.00148235,3.67,-0.00049765,-1.23,0,0.0,0.0,sold out in window
0xb8f156c745139c25cb0e6fa00627b376f61b0dae,2026-08-31T17:26:05Z,74386.91,1,66870.9812,0.00201002,4.97,1,66870.9812,0.00235493,5.83,0.00034492,0.85,0,0.0,0.0,sold out in window
0xc8cb456f3e88123a23037c057455322eba7b2032,2026-08-31T17:59:30Z,60989.69,1,66778.1999,0.00164572,4.07,1,66778.1999,0.00179311,4.44,0.00014738,0.36,0,0.0,0.0,sold out in window
0x2d390252d1914faa5bf31d481a10506073121e99,2026-08-31T17:33:25Z,68434.45,1,60892.0443,0.00168384,4.17,1,60870.0206,0.00154193,3.82,-0.00014131,-0.35,22.0237,22.0237,0.0,still holds
0x6dc9b8afed2808efe182c31c6e30f6788c47dfbd,2026-08-31T17:37:41Z,69176.26,1,60393.369,0.00168815,4.18,1,60393.369,0.00162282,4.02,-6.534e-05,-0.16,0,0.0,0.0,sold out in window
0xedbc1dfbc1ab1b7d147ef6c4464839400d02e17a,2026-08-31T17:24:07Z,68276.38,1,57861.5016,0.00159634,3.95,1,55734.9783,0.00161735,4.0,7.967e-05,0.2,2126.5233,2126.5233,0.23,still holds
0x30e47e7510a45a9d706bb27cde32fc4554deefaf,2026-08-31T17:23:39Z,72951.47,1,56942.0095,0.00167854,4.15,1,56942.0095,0.00162962,4.03,-4.893e-05,-0.12,0,0.0,0.0,sold out in window
0xa42890b3b60399893849e1f0aea8c1a4b53fe9e2,2026-08-31T17:23:38Z,72903.58,1,54495.6377,0.00160537,3.97,1,54495.6377,0.00133918,3.31,-0.00026619,-0.66,0,0.0,0.0,sold out in window
0xa26d91d9fbecd9a0ef05516134f19810b04cc64e,2026-08-31T17:23:46Z,72924.74,1,54389.4477,0.00160271,3.97,1,54389.4477,0.00224609,5.56,0.00064338,1.59,0,0.0,0.0,sold out in window
0xa544b3010ac1573ceab088843caf5347dd1847c3,2026-08-31T17:26:56Z,78031.39,1,53702.8111,0.00169329,4.19,1,53702.8111,0.00128791,3.19,-0.00040538,-1.0,0,0.0,0.0,sold out in window
0x9f5bb67268556400661579f66fa326fb56505f64,2026-08-31T19:11:24Z,91659.76,1,53458.9994,0.00198,4.9,1,53458.9994,0.00182532,4.52,-0.00015468,-0.38,0,0.0,0.0,sold out in window
0x40b537b0f5951c13fe5bfa54dd65433859dd213f,2026-08-31T17:24:29Z,78385.09,1,53399.9003,0.00169137,4.19,1,53399.9003,0.00126054,3.12,-0.00043083,-1.07,0,0.0,0.0,sold out in window
0xaed8c81ed5c42015eaa43f3f0a9632a6c2198cd5,2026-08-31T17:25:34Z,74431.54,1,51784.0036,0.00155746,3.85,1,51784.0036,0.0019947,4.94,0.00043724,1.08,0,0.0,0.0,sold out in window
0x2bef29e5324a9710446a40bc6a0f1697ad2abfad,2026-08-31T17:25:18Z,81880.55,1,51290.2832,0.001697,4.2,1,51290.2832,0.00117684,2.91,-0.00052016,-1.29,0,0.0,0.0,sold out in window
0x1dfeb69a9468724a1215fc52fea029188c425c07,2026-08-31T17:27:09Z,81816.96,1,51140.3473,0.00169072,4.18,1,51140.3473,0.00122492,3.03,-0.00046581,-1.15,0,0.0,0.0,sold out in window
0xbfd99c34ab74f44ff45dcf9dafb4b1d0aa58c7ea,2026-08-31T17:26:17Z,82400.65,1,51053.1386,0.00169988,4.21,1,51053.1386,0.00126131,3.12,-0.00043857,-1.09,0,0.0,0.0,sold out in window
0xf5c17ab212a1438526931416e06f8f7c716a3fa8,2026-08-31T17:28:37Z,63246.78,1,50404.3676,0.00128817,3.19,1,50404.3676,0.00120947,2.99,-7.869e-05,-0.19,0.0,0.0,0.0,sold out in window
0xda43dc8ad682a1a7a415b36c9e37e807e356bff1,2026-08-31T17:24:59Z,101662.19,1,48551.2878,0.00199446,4.94,1,48551.2878,0.00153992,3.81,-0.00045455,-1.12,0,0.0,0.0,sold out in window
0xbc7a49a45cf816092ae7d63fbcea5a0251cb23ee,2026-08-31T17:26:44Z,88120.56,1,47537.3903,0.00169269,4.19,1,47537.3903,0.00122131,3.02,-0.00047139,-1.17,0,0.0,0.0,sold out in window
0x399af2aaa16b12ca8b9da9ebb7620c7d162bc7bb,2026-08-31T17:25:41Z,76206.15,1,45046.0893,0.00138712,3.43,1,45046.0893,0.00133166,3.3,-5.546e-05,-0.14,0,0.0,0.0,sold out in window
0x8fca159b0b56bf7ad62c40664ae00a27f0e75409,2026-08-31T17:25:23Z,75206.51,1,43504.884,0.00132208,3.27,1,43504.884,0.00141721,3.51,9.513e-05,0.24,0,0.0,0.0,sold out in window
0x361686f6ec5d20ea955a23a85583263ddcc3f409,2026-08-31T17:28:43Z,63225.43,1,43445.4537,0.00110995,2.75,1,43445.4537,0.00101778,2.52,-9.217e-05,-0.23,0.0,0.0,0.0,sold out in window
0x23c29469dea836879f4205d9946cf7d4165849c8,2026-08-31T17:26:22Z,95467.66,1,43421.815,0.00167506,4.15,1,43421.815,0.00126076,3.12,-0.00041429,-1.03,0,0.0,0.0,sold out in window
0xdbea8a69fb310990bf84d513f0e45fd307030a8a,2026-08-31T20:40:21Z,78908.72,2,39713.6708,0.00135266,3.35,1,32318.78,0.00101679,2.52,0.00101679,2.52,39713.6708,2293967.3992,245.45,still holds
0x643841f822e90fd7b31aeb02970e0682a83eafe6,2026-08-31T17:23:24Z,55076.02,1,39699.4358,0.00088351,2.19,1,39699.4358,0.00160896,3.98,0.00072545,1.8,0.0,0.0,0.0,sold out in window
0x9e0d742e34581e80c9c9720058187842ad06b1e7,2026-08-31T18:09:30Z,57111.13,1,38394.0274,0.00088603,2.19,1,38394.0274,0.00107128,2.65,0.00018525,0.46,0,0.0,0.0,sold out in window
0x4bc3be50db98b37803b425420d6300aed06aa757,2026-08-31T17:23:32Z,65864.03,1,37573.8843,0.001,2.47,1,37573.8843,0.0008806,2.18,-0.0001194,-0.3,0,0.0,0.0,sold out in window
0x41d272451a9e22ea5482fe28f85b5475009b7510,2026-08-31T17:23:16Z,52981.32,1,36466.2697,0.00078069,1.93,1,36466.2697,0.00083622,2.07,5.552e-05,0.14,0,0.0,0.0,sold out in window
0xd1f836d11e65f2d456e0d2c076bb1d7050e4d79a,2026-08-31T21:04:03Z,109184.14,1,36399.0637,0.00160589,3.97,1,36399.0637,0.00159027,3.94,-1.562e-05,-0.04,0,0.0,0.0,sold out in window
0xf40d13643e2af8115dbdf02fd839c69371af7d8e,2026-08-31T17:25:41Z,76242.41,1,33909.5185,0.00104468,2.59,1,33909.5185,0.00081285,2.01,-0.00023183,-0.57,0,0.0,0.0,sold out in window
0x19b2cf2aea1a58312c69ec7d5113c3b0ab733192,2026-08-31T17:49:23Z,79288.47,1,33788.9861,0.00108256,2.68,1,33788.9861,0.00098,2.43,-0.00010256,-0.25,0.0,0.0,0.0,sold out in window
0x9162cf52066190c74e020e5566d63c5d8d2e19bb,2026-08-31T17:23:59Z,71745.75,2,33492.8055,0.00099,2.45,1,25119.6042,0.00078315,1.94,4.559e-05,0.11,8373.2014,0.0,0.0,exited after window
0x5bf7f3614a815d88f09645ff90807a9d81d4eb95,2026-08-31T17:23:15Z,59438.53,1,33307.2389,0.00079997,1.98,1,33106.0054,0.00081932,2.03,2.418e-05,0.06,201.2335,201.2335,0.02,still holds
0xeb635a13bc85e8764292b1745a49600fd8036166,2026-08-31T18:03:27Z,67148.17,1,32838.0889,0.000891,2.21,1,32838.0889,0.00105161,2.6,0.00016061,0.4,0,0.0,0.0,sold out in window
0x49554513d96a7856c23a3494ae97f5b1ea1e8d86,2026-08-31T17:24:33Z,93961.55,1,32371.8287,0.00122909,3.04,1,32371.8287,0.00088299,2.19,-0.0003461,-0.86,0,0.0,0.0,sold out in window
0x7334522da951372a5d8eecb0cecd7116f99e4b60,2026-08-31T17:24:42Z,91149.09,1,31630.1431,0.00116498,2.88,1,31630.1431,0.0009382,2.32,-0.00022678,-0.56,0.0,0.0,0.0,sold out in window
0xe4ee7d2f752ba508f929c54ed0d50f1b50a89ff3,2026-08-31T17:26:41Z,93199.51,1,31314.9478,0.00117932,2.92,1,31314.9478,0.00099164,2.45,-0.00018768,-0.46,0,0.0,0.0,sold out in window
0x83b02a01079c60b50e900f3d3b7dfb12863291c3,2026-08-31T18:03:21Z,67068.33,1,29224.1619,0.000792,1.96,1,29224.1619,0.00065974,1.63,-0.00013226,-0.33,0,0.0,0.0,sold out in window
0x302bdec8201001dbcebfdb3ffcbd976e0522ce9f,2026-08-31T17:27:22Z,80759.98,1,27354.0406,0.00089265,2.21,1,27354.0406,0.00082329,2.04,-6.936e-05,-0.17,0,0.0,0.0,sold out in window
0x267e0a760b9a821541dce1cd56fdfbbf661baedc,2026-08-31T17:45:08Z,73382.89,1,23941.8538,0.00070993,1.76,1,23941.8538,0.00103801,2.57,0.00032808,0.81,0,0.0,0.0,sold out in window
0x01d9c8c3e2fdb4bd46e204da739f530a757093c1,2026-08-31T17:24:46Z,93959.3,1,23828.7377,0.0009047,2.24,1,23828.7377,0.00085604,2.12,-4.867e-05,-0.12,0,0.0,0.0,sold out in window
0xd37b7b4ea769716a7b7f703b65bacbd895129991,2026-08-31T17:43:04Z,70399.36,1,22804.8973,0.00064873,1.61,1,22804.8973,0.00099645,2.47,0.00034773,0.86,0.0,0.0,0.0,sold out in window
0xf439aea5417a0d63fa2090d45ba500cfce4b02e4,2026-08-31T17:26:36Z,95035.78,1,22080.1259,0.00084792,2.1,1,21800.4709,0.00080593,1.99,-3.125e-05,-0.08,279.655,279.655,0.03,still holds
0x1d1f60733d63892761ab08a99190dcb26370dca6,2026-08-31T17:26:55Z,77679.72,1,22007.2716,0.00069078,1.71,1,22007.2716,0.00083199,2.06,0.00014121,0.35,0,0.0,0.0,sold out in window
0x09237ddf31868391b3eb7513a38ce3b4c9d7323e,2026-08-31T17:29:37Z,59377.6,1,20630.8404,0.000495,1.23,1,20630.8404,0.00046738,1.16,-2.762e-05,-0.07,0,0.0,0.0,sold out in window
0xa0389008cbe6292413e66dc5f51da08da25d78b7,2026-08-31T17:27:13Z,84251.78,1,18284.4977,0.00062248,1.54,1,18284.4977,0.00046267,1.15,-0.00015981,-0.4,0,0.0,0.0,sold out in window
0xfb9b05854099243d32b87524107ca653422f2a73,2026-08-31T18:03:40Z,67086.29,1,18260.2099,0.000495,1.23,1,18260.2099,0.00057034,1.41,7.534e-05,0.19,0,0.0,0.0,sold out in window
0xa465d359c78c40937b2cebf03be6b8de7a575dd3,2026-08-31T17:24:33Z,85574.96,1,14459.6473,0.0005,1.24,1,14459.6473,0.00054108,1.34,4.108e-05,0.1,0,0.0,0.0,still holds
0xc9541406a3424fdf9c48016f76ed86389aef52c9,2026-08-31T17:24:10Z,66628.68,1,3714.2672,0.0001,0.25,1,3714.2672,0.00010963,0.27,9.63e-06,0.02,0.0,0.0,0.0,sold out in window
