signature,block_time,wallet,side,quote_amount,token_amount,pool_token_amount,attribution
ix79Yp5xCV4qR1YvHUdEamREjQAxXgK7fJ1Jdo6beeH3XRMF3dJgJo4cQLDVQg81g1C3yXDe3ByGnmec3qv37Vs,1786828074,5GjQkGJF1NtAsTt9P8Q3Ni6SD2QsSZ1sSnsi8GBqDnt5,buy,0.002239279999999978,441.317514405,441.317514405,balance_delta
yG938fF7ioMtsKPPWrZ58ExxcvByhjBP6Ew2QGtc5YBFprnRJ8UVeen6pLiAFG8BtB5M4EdhwKYd4NMfqiNvfwy,1786828074,5GjQkGJF1NtAsTt9P8Q3Ni6SD2QsSZ1sSnsi8GBqDnt5,buy,0.000160000000000049,353.05345595899996,353.05345595899996,balance_delta
4MJgByt5hJffVmJzXV7WXJZ3C2Zf29K2xuFfodvyvNKUKA2nUQu3FZ3wS65q4wkCwGBnxRUfwFoG56kWLZTFFT3b,1786828074,9Q7rXKnZr3xDm5jgEARhh9sPMk4pDpXsct1HjaPsQZqi,buy,0.002144279999999989,220.65895744,220.65895744,balance_delta
HtAYh5bYWCyfkP9SVydoGfYQKDwuXstavYT3otxhznYsgjqWFBr7kNi2B6ah1cchYF61pHorXybazSUPJHfK1WC,1786828074,CUkKyTN2GnkLKSucTF24qjhFn6jgSDAUQHF3RzLKhsZf,buy,0.0020892799999999946,110.329528779,110.329528779,balance_delta
5CrdeqYQpXURxtkCAjGbPF9iUzY3HrH7qQXBVFWX3wHxx19SsQ9MwghbJ67ZEcVm495d4zAP3PfrHvZDuhqNTYi6,1786828074,ricEmGn6WZ9kN2ASm1MAt7LoE1hBgu1VcQrjRwkAPfc,buy,0.0021192800000005237,176.526856131,176.526856131,balance_delta
kFFm5cKR8rhzWLRHbBacB3D8GAbkEXjrKp3MNajH5K32CBmhKM5gGP78RS9UNM9iF5FprcTanTMGrLz7zC78BmN,1786828792,28XmmbBDVXEWQ65Cxi1SL6196Fx1jK6dg6yTiFx5M6eT,buy,1.01213928,2199933.243988167,2199933.243988167,balance_delta
4eA59CNWC8HaXx1fGHtqJGwu34cPnXqkVUH1YqbJff86Af21c9SASjNUCHjKSzwm9JL8kAei4VnFvL1AeJtfZJ3i,1786828794,28XmmbBDVXEWQ65Cxi1SL6196Fx1jK6dg6yTiFx5M6eT,buy,0.3031,657392.5405439921,657392.5405439921,balance_delta
WuKYpdpsWhT2DJm5BrdXMvXuB3eQyB3cm52n7ttxjAeHtv6vMrCKg72hEE99QoYt6Dy3wgqZCv9B1HqiAjuwAqt,1786828794,28XmmbBDVXEWQ65Cxi1SL6196Fx1jK6dg6yTiFx5M6eT,buy,0.0506,109449.77211553976,109449.77211553976,balance_delta
2Xuj5apuWyxdzzu4pERqkxwytcmjc1RpETfRZUZLaitbean5tqyRQ6vym9h12No4iAhNeHRyUqygQVic6ExWf11o,1786828795,28XmmbBDVXEWQ65Cxi1SL6196Fx1jK6dg6yTiFx5M6eT,buy,0.0506,109416.79351120722,109416.79351120722,balance_delta
3Zny1r4wFFQg2sJ1G4nDLJSDKUFYgjd2mjUFGUYMGnpBbcAGK5oDErCvrLUzs8GvrECFtJ8z6tjSLJ3uyPLgUQHd,1786828841,2DCW6PvdpXwscZVanFmDLB7svT2STkUj2SuXSMR6C29g,buy,0.50553928,1081451.603248309,1081451.603248309,balance_delta
54YXTD5RrUDjdc4Mxr7stqUGr75e41dsCVaCpf5yAezxNCcNFwe3tGBGfcdP8t7KoHs7D57ViyYx4vbGCCBRdn5q,1786828842,2DCW6PvdpXwscZVanFmDLB7svT2STkUj2SuXSMR6C29g,buy,0.5035000000000001,1078235.2333671257,1078235.2333671257,balance_delta
55swfeE6AM4GqvC8ieXzYQkjL5CsAEpkyyP2to4g1v9cAWReq9rJipYjrbABM5pL5kRGA9fRN5NwUPWrQd8RMQ6n,1786828844,AnonH2TuipeipbvvVYGCmaJCvkddAiLZZoNAa5u1aELh,buy,0.65363928,1396921.543012971,1396921.543012971,balance_delta
5uVoKAX2FDmZdQYCEYknfTa23o3waQYRwsPeefzMjqPxRRzb2WtfKuY4wcEszbMuufzwoE4WoiP8gAqhKivVJGAa,1786828849,2DCW6PvdpXwscZVanFmDLB7svT2STkUj2SuXSMR6C29g,buy,3.001,6402652.5140483705,6402652.5140483705,balance_delta
2xv3AAEjZKLHG5WGsTxZQ1rySYC6pdBzVvrbGxj4ZznXHSysFPCFroemd2NSrKCdM9Ki9ppeMNhARaJyhcxN9Gvz,1786828849,AnonH2TuipeipbvvVYGCmaJCvkddAiLZZoNAa5u1aELh,sell,0.633689283,1396921.543012971,1396921.543012971,balance_delta
3x6zDZkD2EQMtJSsBqhUPPSTFFUyxND7qH9D2vSMoz16XDDBaHR2z3JtsoRhErr1XoyPYAwcwovwGfAuCdMLuW8F,1786828851,2DCW6PvdpXwscZVanFmDLB7svT2STkUj2SuXSMR6C29g,buy,3.001,6290403.270350838,6290403.270350838,balance_delta
6g2KnqtytLK7LNHm1vKYTf6DBfj3fNE8AjypB1ybfRqxmgHRgdzUiaS7qy9ivjuzKGchDcpnXDnaiz9kmJ7FdZ1,1786828853,GjGhvk8AdrQQnyhfGcaF3TNLo8tngc42QELQMoBkTGaD,buy,0.10213928000000001,207779.540994383,207779.540994383,balance_delta
5EEoycNZRLW1UbLpYbetNYsgfokdP3ZvJhgopVsmN3EqVzLrz1F6TxKWfjaCs9Dw2UDeD9193TSW1qDzDPmUhDVA,1786828857,2DCW6PvdpXwscZVanFmDLB7svT2STkUj2SuXSMR6C29g,buy,5.0009999999999994,10236589.075369045,10236589.075369045,balance_delta
3Y9TmExprztxpEeEt94kbEVXhTNQ4yJAztHxpcY5YKKGEjUtCSpSm4w3YaALR9Wm2a3ZpSc4rfUaxwmAUjoFxpKV,1786828859,8KQriAKQrWJY2CPMLGmxwMz2sEhKjq6hEd3Rwx1B5Zu6,buy,1.307975596,2592885.684790978,2592885.684790978,balance_delta
4VH6SCiDCc4w5Y6Nmj2eD8ARiqrhDFZ5q7RAM8TT46oqrUBHxfsdVrqyHGY29CsV44pDtZZE3QejYT9LajPFuXcg,1786828859,CQ4n79cjiQ3tRSMFTGzKPSYoCaazfuCGu2Y7Hzd1aUj2,buy,1.329880088,2656483.912643854,2656483.912643854,balance_delta
5TBuoVkzj8AxwuXdnuVR6CWYL21xdVy3y83ygdMPbw8FSuJ8zrB3NPXHKbWFX7NUa2h8nZMZz4LrJCDgVfnhj8Qk,1786828859,G5nGszFTvbcoVEQqek9qStAT76ffLmjr4UzEtMoouizp,buy,1.013269257,1991744.866143325,1991744.866143325,balance_delta
KYDW4CShfQgnoYXVgv1FSxJaq8B4mC7dJ644CJ9V6oXbBjw79k2wH7P6eStbMjA56zd5jQVrU8mTyepSKvKmcXo,1786828859,Gwk2S8xumrwaWQCKf1rwoGg3RS2rUx2GUCfiiE7Mm3QA,buy,1.38232418,2704836.232489651,2704836.232489651,balance_delta
3AqtSAp79wvN4MDeFGxVMVEiiiRNFdgGUvSCdSUVmBcDiHQgwMLBh9BdZCQjoNUUzuhmcefthn32DDdQnysJou44,1786828861,8KQriAKQrWJY2CPMLGmxwMz2sEhKjq6hEd3Rwx1B5Zu6,buy,1.4579637319999998,2817293.89858154,2817293.89858154,balance_delta
4uXraeADW3bTCtSJvopTu4zmMCyqtaKCE3UnUu9TKAXBmDbHQ4m9E1bcz2yDVcFX3PNuW4uUF15sAoZgy3h4bAbG,1786828861,CQ4n79cjiQ3tRSMFTGzKPSYoCaazfuCGu2Y7Hzd1aUj2,buy,1.0418008269999999,1995577.6446498358,1995577.6446498358,balance_delta
51oiS667qHdXR4CjQREzp6DJoFBmXYkos4xa2vuhXPDgzoJStcxprAXGS7PFiHoAUnNGFMdMiZvqA9BvCtcjYpX9,1786828861,G5nGszFTvbcoVEQqek9qStAT76ffLmjr4UzEtMoouizp,buy,1.110643737,2158774.2358803563,2158774.2358803563,balance_delta
3pA1hvv21qcKDKcorVDS73A9Jcm7mnUHzunBwUVa8ZxdSss9VMpiavU9JiR1YxrKFthNdsXjJJ5VUWstDUeEXcpG,1786828861,Gwk2S8xumrwaWQCKf1rwoGg3RS2rUx2GUCfiiE7Mm3QA,buy,1.414864704,2695982.4814206213,2695982.4814206213,balance_delta
3xPSnFY8wTKZmSeDGn6db2ZMcpHMvrTtt2LhsiJmEh6iLxnFp7jSK46ctJsg6eMtgqRzi4Y2JYuor1x1hKJjtkKs,1786828862,2AwjJTdTWCu6QjyZKvF6oVEd9TkQP1WYvVswFvDEySxn,buy,0.961979234,1808824.070753205,1808824.070753205,balance_delta
3kgL2BHQywWdDF6EX9GoBbGDQKXNaABVKUuijzLPtkex5T3Hn5RpgPbqhFigBddCUvtT1mPMfiT14fX4x42W6cRm,1786828862,2AwjJTdTWCu6QjyZKvF6oVEd9TkQP1WYvVswFvDEySxn,buy,1.0058614190000001,1848203.8680073777,1848203.8680073777,balance_delta
4fEdukn3rCzTRee3TnTNvKu9Q2zubKBcJXFNy3sx69uVrYoqt57bSBcpDEYZvuP2pmdFeFMM4HvbZUFtuvLEKnkx,1786828862,5kidNviTucvoHuFGuPQUikWokMxsLZMncGrS5gK9Cujs,buy,0.948387524,1773724.289530096,1773724.289530096,balance_delta
Nqed8HYqzdcBTATWMG7AyCcdSp1w3fjWptqzBD7V5WWg89CtTnzQaXSkWaGFjvgEnJhAueFyAso9QJZb6bmbs7P,1786828862,5kidNviTucvoHuFGuPQUikWokMxsLZMncGrS5gK9Cujs,buy,1.0093675370000001,1844457.7317151087,1844457.7317151087,balance_delta
ZCa9785Qgz3HDhA1dKvHv8FfvhCJaETeNyY5Y258z8V1dyu2MFXjNJPpJqJd8D9f8A3jZsubNJPUXuDVXtzYjUs,1786828862,93u5BsWsPxuLRzcDqwecZV9TiXEV7qNavef6fscPnSb5,buy,0.20166365,371086.687161131,371086.687161131,balance_delta
2sgtjPuVdfsoKCMDCLGue8Lm9LyaXkepvh9QxSoAT6AppWPK3ZAxNUWTmAi6RHawTq2L539MtvVYKpE3xdYSUZT4,1786828862,AJGU1reuw27UFzBYBNxFnqXKGWgNZgTBM6CjjdjMTKXo,buy,2.376500729,4289762.965815663,4289762.965815663,balance_delta
5xAgLhGXH4G9NzZ6UacHer19uHKvS9xL5cvnKrc5V9UqSKtmbmR7M6UY5X6CNSzj7EZRppdPtsvobhU67Hu2FWT,1786828862,AzYbZ251ivYsTMdgtQfBMouAtcoNgMxtB7JsU7ERCmik,buy,2.627777831,4679803.199268404,4679803.199268404,balance_delta
4Fx492qH2WiYuUJLVo8gh15csJZoF4zV6FLtwsFRqzgvMch8X6EckzmQbS4GGDXrTe32f8nAMxqPDKX6bJ2TLcGx,1786828862,DenZLNzBtE3L8T1kQFKh8oE7FCXBrdsM9xwCbsnKvdJq,buy,1.0234092339999998,1935602.481764882,1935602.481764882,balance_delta
248SqEkABhiZrVxUZkn9aoJxuUm1TjiEBowxCZjxQQE3jcZwqA2WZkkYhRAMVCEwF1waKY6rqxUaN4reVYYca1aH,1786828862,DenZLNzBtE3L8T1kQFKh8oE7FCXBrdsM9xwCbsnKvdJq,buy,1.0248670180000001,1893770.5534382837,1893770.5534382837,balance_delta
iEcBJ2hJcjXsxYBUNdUeKvEfJBS3xMdDdpgwXavecMyeqEn6pYqJhv4daZW6dP4fqKX47LkaB4bvnQ6PDWrD1Xq,1786828862,F32nhkoF86gVKGv8NmfyEE9aaKqauxGECyAqJrm7zVwr,buy,0.186845347,343891.852164786,343891.852164786,balance_delta
kGZb7xFfjRrdXJHr2yziNt31KK9WHzYzNZ9ZGD96k4e9L7eqLNtKzLKa3khK48p4wseWPBoTR9Hbu2dYemfjFDb,1786828862,GEPiePuVYQcbShk7ACa2YASeLuRHqvcSZpS89keWZecG,buy,0.167908843,308934.562861754,308934.562861754,balance_delta
49Cs3h8tPkKPXaCBPwcoVExPvKECwH5B5ag2QV6adYh44mfuxdbkEAYcaD1dXtZwJ5cRfA4Bm6st5H8qpW2aqGXi,1786828862,Hedt6aVyFRvxpQJkrrqgZ3e3JxUNb7ufCVyYXMnHYYE4,buy,1.087168996,2023319.897250427,2023319.897250427,balance_delta
2V1tyR6JzcqgTyGoYZxac79xkTr6n27MjnzgxDMq88CacZaoWRcSMH8TFMhFzc4pti5NBi8EQDErpD6EFFJ8SAFc,1786828862,Hedt6aVyFRvxpQJkrrqgZ3e3JxUNb7ufCVyYXMnHYYE4,buy,0.972691894,1767630.0948825171,1767630.0948825171,balance_delta
5yxWqbpZm7KukzamhVLwjNgsj8dpu3aVcPuKiQKGXs6UMhff5puTvJn4yBV3pKdYka2fu7ccrLNJtzfrfmYpJ8ci,1786828863,57C1yd7d54aRvNJa8R6g8jppDHcgND9bo3YmvcRJ9e8F,buy,3.03236228,4964868.01494922,4964868.01494922,balance_delta
3BDLdyUviWTDNgyEzt7KDhVa8BEHpS6YPqC5hA66zTUYDab4hvVuU81aN7JBh8zoEZcMzfQBo9VsJzhN8X5sAoea,1786828863,8KQriAKQrWJY2CPMLGmxwMz2sEhKjq6hEd3Rwx1B5Zu6,buy,1.223643522,2133176.635881762,2133176.635881762,balance_delta
2WGVm55Xhmx4AVWAHs1uSsZDBJHh6pRQwni2qkYD5FSvdKp5QiwWu9tuTWfGVWDZAJxXQbGBTf9p8LTVFrhqVAvX,1786828863,8KQriAKQrWJY2CPMLGmxwMz2sEhKjq6hEd3Rwx1B5Zu6,buy,0.946148059,1602104.8277703589,1602104.8277703589,balance_delta
3E1ZFMh9KUpcEuJC6pz8a548D72nquoUurfYCihHEoTDhEh1VTXtkpKovTYsEPncAosapfw6joasRmQknspd5i5V,1786828863,CQ4n79cjiQ3tRSMFTGzKPSYoCaazfuCGu2Y7Hzd1aUj2,buy,1.036305837,1779663.0329982704,1779663.0329982704,balance_delta
5NMsqZ6NJcvC4s4gCHtkcNgz8qU1ZkXbS7Cw2VX2v6vLn7s445MCsxoYprT4g2x7r2vnmozdupC13a5dE6W12Rf5,1786828863,CQ4n79cjiQ3tRSMFTGzKPSYoCaazfuCGu2Y7Hzd1aUj2,buy,1.298832792,2190354.1058502067,2190354.1058502067,balance_delta
5AdN93ptxhrAkEwLr1tcvAan5ttxtNDVyeZHpaJwFbPHz8jMbcGBg5hSA3kysQa93LyZs9YDGBgjxVTaj5ApMUGh,1786828863,G5nGszFTvbcoVEQqek9qStAT76ffLmjr4UzEtMoouizp,buy,1.246749038,2188066.44697497,2188066.44697497,balance_delta
5xDDnaZRAYgHkM4fcdobLrWxHpHE9wGvcj26TLdsnU6wFDYWdiANYjniNZEmoMRzmVukjVYiaGFnKKot91e84uy3,1786828863,G5nGszFTvbcoVEQqek9qStAT76ffLmjr4UzEtMoouizp,buy,1.5512566030000001,2651009.535950738,2651009.535950738,balance_delta
efrVLD9fK1T6VWiuC8BoJNd8BRbwsnyHAT2s9yyJCHPcvBhiGt6aJK17C8Jqry6tnWoLk4x11bj9cSxwsWjZc4j,1786828863,Gue8rnckLCrNEksmCh3KCMu8SEjcPVHV1n1MUikmAn21,buy,0.152955016,251604.3744561,251604.3744561,balance_delta
2aNyKgobVY1G1SAfAeczR1U7NwbycZLC9gSBgrj1AwdarZZp3HnG12hSzKeLTEJGaYkyYpCR7wevc7nJm5TBsRqL,1786828863,Gwk2S8xumrwaWQCKf1rwoGg3RS2rUx2GUCfiiE7Mm3QA,buy,1.518206291,2630027.9021257777,2630027.9021257777,balance_delta
2fYUaYAQcc3kKEwtFXCpXbnqeKjdnU7yU8ueB9o9d4HEdKgoKs44UAybxM4PTvw4gK4p5Nt6e8J82NxWbq9c9CA8,1786828863,Gwk2S8xumrwaWQCKf1rwoGg3RS2rUx2GUCfiiE7Mm3QA,buy,1.2289593140000001,2058264.1617973093,2058264.1617973093,balance_delta
2eDGDbLDa7u2w43d7XzrmEQNRagWp3RM1f99pf7djK5tRXwVn5a5vxXbXcMJeHieE44EUMkgojXVdwCZfenB9eRY,1786828863,chrisBeZroheTb8QFUhvsFFgSsAourqQytMftMcyYi2,buy,1.0145350160000002,1672317.874686252,1672317.874686252,balance_delta
5YRiYkASoSFyrbLv7NrHSdzwxRLEqv3F3M3VH4SK8uWafDG3qL2YW6VPygSj1uiVRT7M5r1yTV9iHMzcEfhG2uxk,1786828864,C4eNLxxC7XLUivghMi35YUeSfvACgnvKB18115uPUqjg,buy,1.00213928,1637801.091288709,1637801.091288709,balance_delta
5aRLQnb69oyihCFGS7yKrfRjrtfyAYteyEMswq4WcSZKTYeSe4WW3v5pj6uT4pf65XfQ1BJy5XdQmP5n4Uc5szDV,1786828864,FatpigGT9U4fzPZPu94Q3WeZvCKqewjWJbZoQRBQWYyU,buy,1.0028681609999999,1629338.947811924,1629338.947811924,balance_delta
5yQjLBgrxDcS4r8mMC6cU3EPTsnQ5yRAry7Xakgw3pTUMMdeLCQSytAw6yxir4SeEihonRDTt9gjsFJHY8DJnX9o,1786828864,HACKERamoyuTkkbuVnSWPNc5a5TDQH3U9vpp6zbrRKTe,buy,1.0028681609999999,1620942.241035066,1620942.241035066,balance_delta
26Bswc8MZGvGRqLRGYnCVr5L9f6WqcpWEjj2oBDG5NUXnLYNPW8UDXriU5CkhSSTQ9iYQJorNiSzfUWXP18ZAJNQ,1786828865,5xywCUU8JhqTv7PSmHLFfSUs2duCR1hSxTjxyqR9TiUx,buy,1.42466428,2257443.580803591,2257443.580803591,balance_delta
sMnKanJoC3QV4YGZHDnrB1CPL5oRMT4ng7muoBTvjcHrXd9nGHTS4ZME2HTkyYTdqsxrAhU3ehWnJBUwrQWwXby,1786828865,777777UupVYr364fUHXwqBRMnNaVcpAw2z3uhFkspnNn,buy,0.6695321390000001,1068005.709153013,1068005.709153013,balance_delta
3Ea22iWYrHJo1poZkF986vX3h1z5Ao27m22pkrR2u8o9zRwaMJMUAVxjaFekV94q8LuZiUqfgQPFSRjcBdGnP8sR,1786828865,93u5BsWsPxuLRzcDqwecZV9TiXEV7qNavef6fscPnSb5,buy,0.139389738,223783.14011295495,223783.14011295495,balance_delta
59Fr1jFuSvQY7q12bZWjwBDgQDJRZZ4nKsTZFkdcXceu3GG8qyX1woYC5g6aTq8PVPsqaU3Aeg3xBCH8TULaCu2N,1786828865,9F46qiTXmGiLK7TT8UdsrjDE15GzU2ChzUQtmToRJe72,buy,1.62161428,2551499.643683619,2551499.643683619,balance_delta
2u1Zng2RtB3NSkjMH5sRvcCNwrPnF5t3AjhVSCs9f4WSytsFrNJfk3hso98ZBLEHYVvaBZjNRDAAr9zCEpPyZ2BS,1786828865,C4eNLxxC7XLUivghMi35YUeSfvACgnvKB18115uPUqjg,buy,1.0001,1612610.29789095,1612610.29789095,balance_delta
3phnLjgGd3nYhNNmqEEUM6KMMtG2e89KKoYRQoiqPSBMa1RBZMTzhJ5jy1og9tb4Gkcx2gPEdFkLcZ6mu5JYmyMs,1786828865,F32nhkoF86gVKGv8NmfyEE9aaKqauxGECyAqJrm7zVwr,buy,0.15525513900000001,249084.11557202897,249084.11557202897,balance_delta
5WhvFthGE1TPHSmhWxzbZRkerLyaar7A6jPZGbY9GRjCT9yGRxheZPqD7wtW7hdJG1wkKsLNYPMLz7a6bsP3kH3u,1786828865,GEPiePuVYQcbShk7ACa2YASeLuRHqvcSZpS89keWZecG,buy,0.155655123,250104.52800437598,250104.52800437598,balance_delta
2d4NukLgsyLGgckc9CnumrquUJDUNjYJ3BV93F4RQN6KcDXnqdWdT77Vh5TEV6gQ4NrNpyPAZtyBPx9EUzASSBpc,1786828866,222rwqVEhc4iPDqQxk8ycUhnq6t5zPN6z3ofVSEfLTBV,buy,1.060961236,1575475.705268082,1575475.705268082,balance_delta
4FAS26fAFwNwNr3tQ1f2TK4USH5YGHuMubC7RtDHfQFaTDW9jmAo6k4azxyhuTnP2GRv7erx1etZyVqoSx8NDrnb,1786828866,2AwjJTdTWCu6QjyZKvF6oVEd9TkQP1WYvVswFvDEySxn,buy,0.910827583,1403832.7336503225,1403832.7336503225,balance_delta
38UXBv9PFws6ejLGD1Pkavk36mczpKCfpcwwkXKz9eovATBDimwiS8wSAT7j91xmXJ4sq8QutYKn3P8veS3PpciW,1786828866,5kidNviTucvoHuFGuPQUikWokMxsLZMncGrS5gK9Cujs,buy,1.052760607,1639932.3858726174,1639932.3858726174,balance_delta
4SekgK9YZarVSrsa2gioYU76FXmCEnwBBKZTnotYSUYrqTAXuQXweRpvrFgYVJKpPZhRoZycarraGricJPQH8tiQ,1786828866,8xZDnuQnDdKUs6EyoNN98nrYSUyHdJCZw1vrmvb3UUB1,buy,1.18649818,1772082.094839489,1772082.094839489,balance_delta
5N4sdJNfJ99mK3VMdSzqgUG8bjyKmCcHM2b4LM5NnVLJNov4ttcwDPdQMRq2WcNUriGuBidDVGxRsQzxjsWTLjJF,1786828866,A9XvNqVZCS29obqh6LGTABfdcJgNrzeXSbNxbweA1HYo,buy,1.2589584249999999,1891931.427808654,1891931.427808654,balance_delta
5ETVHx6YSxykMsa2PHp71hg4c5b8bQ1vUEiaKDU4XzzA32ASUtxjQtkT9Rg2wgdUNDV8Fh8AXNLa69jePsVmHHaN,1786828866,BBQ6yYPAad3wTN5e8jUshryB9eWorKUYftk6pftQZ4J9,buy,0.614045442,939947.948092917,939947.948092917,balance_delta
cevM9pmLAPs1t8kEQ2VQp4MXzNUnJ5ztrrQAiQdNK2eApwCNnCU7yfvP2HbD8oQa3pUyCKJ3m8gpwAXPHcY8PY9,1786828866,BtHnhjh8Ta2vGZkrL76AmXMur1ADo3tpRo2kQMe2BCSU,buy,0.635643482,970084.93879152,970084.93879152,balance_delta
3UdFGfqRCPpRiDwAV8DYY9sUGGQUhfs3eAEnKpUmZzMajxooVGji69BTCCiD8qTVCqCb7r4urESud7yJEZzs4dFS,1786828866,C4eNLxxC7XLUivghMi35YUeSfvACgnvKB18115uPUqjg,buy,1.0001,1513812.8070655689,1513812.8070655689,balance_delta
3oAmwvRCTjEjPuKsi8XJvLGSoN9uHpyHzyZmCwqYwiBB8v2244Qq95GvALzZNVEGeo1h8p3onu9Wdsz2eimQr2C8,1786828866,CWryqL8F79bCUPfRMnFHxXpJEyW5TixWe59hEuFXWYnD,buy,0.569397189,866040.766684904,866040.766684904,balance_delta
4XDz3m6Qg1CD3nMzy7Bh8vsTUjfCneWopTxYbBm4zT3cvjVkRoajcxMNHc2jRzEn1xkSwPCeinbkcTV4hBPHTD5b,1786828866,DNio5ketGczp2dsB3jJCm3XNsRETaAM87q3YVMPA5F9z,buy,0.626887783,962661.079009442,962661.079009442,balance_delta
36zEUEYwvBg6wGEzp81SQsbo27WmFKqc7ch5NfXBZJWNPeTJwmydBgWRFWaCdsbxFxbeoXeN6X4WN2RtYFps9JuN,1786828866,DenZLNzBtE3L8T1kQFKh8oE7FCXBrdsM9xwCbsnKvdJq,buy,1.0148502179999999,1588982.9661537535,1588982.9661537535,balance_delta
4p5DpZx4q8Sv4FbUkGHzuiFdBfnwTccMSmhhJEnypYFsBHSkhbhYbirQz9sd5jQiRxLMyBguNoiwADfNYJ4kNeKg,1786828866,E8B7Edi7khrojzqFgW4iJJ2Lii2jvv9B9kivkwpPfHeq,buy,0.564447504,856061.72831278,856061.72831278,balance_delta
3tEktev3dy4q2L7i386LvmSEHvA4tsbYqzPJBSqA8euAp6ENqxS27GKBxzwCFJSWisCCDTBcGExZcAs52GSx9Pnr,1786828866,FatpigGT9U4fzPZPu94Q3WeZvCKqewjWJbZoQRBQWYyU,buy,0.334159237,506284.34113523224,506284.34113523224,balance_delta
62iVANkceeaKaTKwzweYfcmR4Jb7tHqQGbnAW8jhBaXdrov8RajVkpKnhLnFcjpDyqeVxTBeHs3TEnvAVLn6kzK9,1786828866,Hedt6aVyFRvxpQJkrrqgZ3e3JxUNb7ufCVyYXMnHYYE4,buy,1.0343494599999998,1602706.699680061,1602706.699680061,balance_delta
3r2VSfpZduXpb3eQbsN4vGggwK97gkihonjbYqUvvTrMNLeU7pJGrJ8k55zfuS6d59bmYVo4M7B2jNC1Qt27jUVG,1786828868,A1igHDVAzKcGUAbVMFV8HrCCSUfcs5YzVfW3i9895pdW,buy,0.142687075,203050.436919431,203050.436919431,balance_delta
51Vms7wXo79fb8XJ4h6kHeb7tNCvQXAqCU3xUkfN4RNu2Q6EGFynUWTYE4zLzzCbTCH8q5rX8Zzp2Ng1hV6b5WTp,1786828868,Accym1M1qybvC63A5yUPHKkojjHMrGhGyySi57QjEqXz,buy,2.4728156319999997,3568609.226497918,3568609.226497918,balance_delta
4YyDwuYA6BSNh7Gs8hKnPNrGXrfWCa8rhsupx74iYwmyfPYpHmv4gcRpKjF4n5Kuq6jSA7Wh1YGsZBfqrt1p7vin,1786828868,C4eNLxxC7XLUivghMi35YUeSfvACgnvKB18115uPUqjg,buy,0.5001,741115.3096250929,741115.3096250929,balance_delta
5zubp9JGMvBjsPXTFQ8eNRur39KorpmcEDhSZrzDS95jViE1Y5KUyiih8L7wFHaSsUXUvTm3mcUqKRZHsERZvLSg,1786828868,Ebux1vXaJYiugKxnBNgQbsBjbjjFK1K2k1zXjkD3tqDk,buy,0.118947477,168189.620311727,168189.620311727,balance_delta
5obBLgDgmQ2nRC9U9T5eDFBdQWumHuskX1R3c2xXQnsnYNP51BrRavgf6Y9zCgfdrDGHTprL4KnEgbgz3yoxxTor,1786828868,FTnPR7WkXFU5VZ3UN6FUkR79ichSS5fsFnuVc9HVaCqu,buy,2.549725928,3725421.533554542,3725421.533554542,balance_delta
2gDfmV3jSkWbnRrqkoovRGz692KPwJ4SYpZ5NxjHH7ufF77zJhBzBDQ1ZgDFM5ZhAimgoyUzXidyqpivCRVKzV1L,1786828868,GpNHGPQXQEnrrbL8paxGdEWrNEvdFcZFVtC6ztMoYuYo,buy,0.127638705,181150.164202888,181150.164202888,balance_delta
5ZcGtRwxpw6qjTXBU1mngMBhQYVxq9GsNvDUTYYjQc33mDPFUbazUbzsH31PqrUMymnTUkxxWJUTHS5EBuLZDuJb,1786828868,ZZGtLggQHdZ2LgkDtnbJ1eVQMYLpQN7H1fjCGZAw8G1,buy,0.13167173100000001,186899.370340659,186899.370340659,balance_delta
5AQ2ZGQd4qWaC7Y3oo8MsKqqMAJDHE1ipee4XWoAFz41RaAfFL9g6oDgZCC89FWb9zyQWZU5Nqk8ZRg6EsurHwdt,1786828869,42nY2zqy2NXeBZDFVcTcoufecdBFgpiEjuNA5huALhdq,buy,0.30204928,432001.24577279,432001.24577279,balance_delta
3fL3AjrRNT7NYsj15X5x7bPD62BfYV6ZvJmeuwgzGsj7pywyZG2j9dtfBxSEbSwHddsDd3tebdt14WEqVKg3bSAj,1786828869,777777UupVYr364fUHXwqBRMnNaVcpAw2z3uhFkspnNn,buy,1.000828881,1435467.3815357632,1435467.3815357632,balance_delta
3tEhqH7qYBMPcun3fEapQGUB4xdshL5W1DqxhYxZGLCQLjz7SqS6eW6NZnkWEjRXSkJ5CWLVFSJJ2VvJZpTMMZ5y,1786828869,FatpigGT9U4fzPZPu94Q3WeZvCKqewjWJbZoQRBQWYyU,buy,1.000828881,1421628.1906760978,1421628.1906760978,balance_delta
DsTKaSgqotPAjT5GGeXXsbWmv8peHk67C77K9dFmaE2jRoy2jtoLikz6u9bpHrhJT5jnVTSBmVGKiWEeg9Ftqvj,1786828869,HACKERamoyuTkkbuVnSWPNc5a5TDQH3U9vpp6zbrRKTe,buy,1.000828881,1428522.6393478601,1428522.6393478601,balance_delta
2bvdhigF9fRG1LUz3nGoSE8TKsWewcn6yogXyh4TpmP8V2oyH1Npu5PaUeAPNLngqUwXZQTf79Cbt5Z8qnjAeS8J,1786828871,vPczFpjUEeMfYTtPkwqNYdJXvFBB1dDVBUA4sbMocQe,buy,0.03,42929.467812862,42929.467812862,balance_delta
