wallet,first_buy_time,first_buy_time_utc,first_buy_mcap_usd,n_buys_sub60k,sol_spent_sub60k,tokens_bought_sub60k,bought_before_crossing
BRAxz6KJ3Wdp6NASjBoeDSuPHsKJnpUo1AzSgyDNMLgz,1786840629,2026-08-16T00:37:09Z,54445.634050463515,1,0.025207019999982094,25503.404828703,False
CT9aXA7b5enTJcfELaE6mqXWAKWdu7jjUdTJXUoTzScg,1786840704,2026-08-16T00:38:24Z,54713.14067574481,1,2.3827907909999997,2396943.7622204,False
GXp177AWFe943QKiBgMYeUqUQipPFPVkzfnt9ocuhoHc,1786840713,2026-08-16T00:38:33Z,55011.475935112,1,0.288036094,284917.061723806,False
Bcs447nfjXziZe21VAMQnuxxMfy7M7s4LZy8wFL7Mjey,1786840744,2026-08-16T00:39:04Z,55494.45166733522,1,0.038172766999991836,37891.674282982,False
AD8mrydcbwneSJKnUDL2HA57nUQYhfD8ikEPCTjtZwnf,1786840829,2026-08-16T00:40:29Z,55514.23265749725,1,0.1379690690000075,136904.306959901,False
Hv5dfpyktj4dM4ZWGCGmi8Xt7CpNtL4RSsEc7GoKc6Gd,1786841004,2026-08-16T00:43:24Z,55384.79600945101,1,0.12182349199997589,121165.841323216,False
4i6x6WrR6sok6J4MLagfeJ1rzvBaZViB6b1DDSgPStJX,1786841128,2026-08-16T00:45:28Z,55490.027820802134,1,1.5575139530000115,1546168.146826134,False
Hyu8wzD1C95ZNsfyU1Pv4r8JvGmXTMKynYdgBCX5kaWh,1786841283,2026-08-16T00:48:03Z,55551.99538352773,1,0.09906898299999511,98237.603696019,False
BwHFa2tre3s6krZzsdmxMT75381uRYc4tDq3Ghu4e8AL,1786841434,2026-08-16T00:50:34Z,56545.83013823466,1,9.901739236000026,9646074.664782336,False
BUmNe6kXsPSUDjw1Te4h2QHzqMGs8WMcyokW7TLQTw8H,1786841566,2026-08-16T00:52:46Z,55743.71906783278,1,0.025206625999999233,24909.126368925,False
Bc2FpV584T1bKBp21xP2xzUH3tATBCvL85Y3ffubG6Yo,1786841580,2026-08-16T00:53:00Z,56081.1758455059,1,3.002212505,2921706.461133167,False
3ASntbRgYbkCsxeFZDN4vEiWZcBemnMAGYRyrJ73rGVJ,1786841644,2026-08-16T00:54:04Z,56452.14696161264,1,1.013577828,975796.497839141,False
rAHF9X8b6JfP5DvM3b1RhuJVco1NZ9RHsxJvdSVWixf,1786841671,2026-08-16T00:54:31Z,56891.530032927,1,2.902210856,2784087.120354009,False
CT3qzY7HBP72LuNPA7qNGX6msmtUwM2y6RvwQ7W5JXJN,1786841952,2026-08-16T00:59:12Z,57988.13991111804,1,9.002070217999998,8506798.202759271,False
3T4di8HBeLujDhS5hhhA79PBFBYkVCAfJP4qGLf8FdFw,1786841956,2026-08-16T00:59:16Z,59091.994317344244,1,0.5801350000000001,524364.881648884,False
4E5zARdejTv2nK8gBKoRQbMDHUnnqZczqiDkA1TqtRp6,1786841956,2026-08-16T00:59:16Z,59208.01149006711,1,0.453885,407040.197559722,False
FfXHYjcpLxqbCVEx5AFT7Ym95pgBFLiKgoH3bJq75TqZ,1786842071,2026-08-16T01:01:11Z,59374.07773335103,1,3.7240223169999997,3407601.413830939,False
b8TXHpvWkirncQFk8evgCXHAcnqSjtjpUj1K6hyGA5n,1786845543,2026-08-16T01:59:03Z,58653.52099845576,2,1.335159282,1229566.628934575,False
E8VtaEW7koT1gy85BAx8WqAYbvjASZUXNCcuW5r1oS3v,1786864142,2026-08-16T07:09:02Z,57011.112790714295,2,5.002119284000001,5280702.216048639,False
3pR6QRNxH5y9WCg6Gb3tuthRqn6vCH5uj9xPnva6Qwen,1786873507,2026-08-16T09:45:07Z,56803.62905218851,5,1.353246524,1527617.0218286118,False
Db5NMor6NFDJ9ZWezHZtTxCeegQ9nEyaUn2zojS2uQK6,1786882549,2026-08-16T12:15:49Z,56851.70110769426,1,0.03858653999998296,37387.987789686,False
D73A6HfSWRUnwDX1qxq97pkjiGi89Bs3ySCTab4wG6vy,1786898487,2026-08-16T16:41:27Z,53592.90356545502,1,0.03234928,30527.334180166,False
6DqwStHBhuxWGutooviZUgVDhT3F4Dy5pAiP2YErRCEe,1786902399,2026-08-16T17:46:39Z,53753.31894694252,14,10.57621856,13272500.078196768,False
4iDyxGxPRC66QBNwYqMn74VtVm5Moy1ns4w3bAqYGvRG,1786914703,2026-08-16T21:11:43Z,46424.79774462186,3,0.65386928,757330.023022336,False
AfJxRN13AQoLqgPCzaSBQb9z3YtaMwkV1GRnzaEB61iu,1786936463,2026-08-17T03:14:23Z,46273.87505283948,3,6.395069283,7358924.039779142,False
F5CMB2ofwmm9TmnbuqctDb7hcvm1azTxnVckzxqFiSeC,1786937945,2026-08-17T03:39:05Z,47565.41043063223,2,15.952082084,18021705.782813825,False
B8yBhhYtobPkqY27vij5cwvhuDkPp5no2JZcxkA8UvYs,1786938109,2026-08-17T03:41:49Z,50965.44185792487,3,6.0481862600000005,6466043.795226403,False
7wtvhNbDvtVjAurrZf7Q9wda4Jyf91wuGgrRW5yMicsi,1786946077,2026-08-17T05:54:37Z,50985.70003122871,1,0.402078594,431734.556627778,False
EErFiYRztMkFC1FRj1XWwUZiHeSuSzcRrdiTVVxhaNSj,1786952396,2026-08-17T07:39:56Z,51015.7157202601,1,0.052079282,53989.056629884,False
6rLLwnuSkBfP6m91b2hoW7kgRuvw94MxBYvxWBt7mvEG,1786953298,2026-08-17T07:54:58Z,51128.520510876515,1,1.0020501940000002,1076321.414026267,False
6HgdV9x8DsYrfUjajNd9vyZSuSuUZFe2yiuJHKuqH6ad,1787073056,2026-08-18T17:10:56Z,37140.83709206628,2,0.38163158400004704,531634.126382261,False
DHa6wxqgfTsb9v24meJo8tvZtqPBBk2MKTbcVXbmTvur,1787073675,2026-08-18T17:21:15Z,37177.2949923574,2,0.40265927999999995,582851.350766476,False
D7HoNhGqBAXezS9ZY7zu5ZEP7PZfAu8vdmbJYVesDaoE,1787074153,2026-08-18T17:29:13Z,37319.76452798722,1,1.3536993330000087,1998126.77126417,False
6EUJHx9pdF3buJK2eJ9g6a2naw54hBX1Y67yLd1FitAS,1787074364,2026-08-18T17:32:44Z,37720.21712224755,1,0.255248771,366388.069267421,False
2Epn5w9hTFHJZjJ93cXbXdS3EaVoEyyZL47pzMeboH9u,1787074683,2026-08-18T17:38:03Z,37944.2046451003,2,0.031018528,1425209.923511247,False
8GriRP9Ea6QsHLxTdMi3RDMkYwhYWErLQd2CAvEPFViP,1787074864,2026-08-18T17:41:04Z,38584.400616318235,1,0.016895214,5311565.135545857,False
HytCavJKtjSAp8gTmywLnLR5JwPdaQsNvZm9VsXm3oRZ,1787074864,2026-08-18T17:41:04Z,40770.585673827794,1,0.016895214,3771638.983997117,False
4MowcRoyZazf3YbtqiYNUTZbDpZdKjtymLANsX1CT1mz,1787074864,2026-08-18T17:41:04Z,39266.19066206561,1,0.016895214,4954732.421612864,False
6NceTehWXtdQ6sQxmqRUuRqGvu4sWfJWJA5Y6fizvDUY,1787074864,2026-08-18T17:41:04Z,39813.668134381034,1,0.016895214,3101119.683744168,False
BWztqTdbi9UuLEzay2138rCQ3fga4R3XeMdJdKKUz8nV,1787074864,2026-08-18T17:41:04Z,40264.421869159545,1,0.016895214,3403693.208451664,False
GTg9GTpTZRqqPeUDxdyjgR1HDKscYcH4qVr5KigXRVN1,1787074977,2026-08-18T17:42:57Z,41754.89260878246,1,0.011484092,1261128.153867921,False
3DZNVBQxpaowav4Prz5fwyTG8ReNW6aL118Mod8fJxrg,1787074977,2026-08-18T17:42:57Z,42142.364929255215,1,1.0053501539999998,1282948.760251684,False
Bisnq9ZHwdrVw5pGy8rw2XgJS5oEGufGb91ds8wcZL7V,1787074977,2026-08-18T17:42:57Z,41947.14775055144,1,0.011484092,1335310.272196213,False
8fqSwa22G6K5zz7XNUcvYSKuhjkNab7tJhVPsoTizA4h,1787074977,2026-08-18T17:42:57Z,41566.49129841499,1,0.011484092,1300723.086100823,False
CqyTUueWZJkdcJRJ6ZaZxAXvDQFGoFnL5hkEC9nxQz5o,1787074995,2026-08-18T17:43:15Z,42286.98089181025,1,0.50304928,644819.612059384,False
2JuwsNWVYsr3jDEaSAMiMDfv5UWNWHQRGyQVvHBNCobC,1787074998,2026-08-18T17:43:18Z,42496.800258877,3,0.52241787,667474.921466146,False
7kjxRWRMGGcRVPugDhCciUy11Xye9HuNmgffWRaDnAiS,1787075061,2026-08-18T17:44:21Z,42558.091801215225,1,0.0076568439999999995,6996.345819942,False
YhpTNJmMho3gomeDYnSDsRZVcTNAMfgEPdgMdorvWto,1787075124,2026-08-18T17:45:24Z,42618.91643299295,1,0.09795762099997773,126612.196781746,False
q8Kx1rkvAMKxRjKy2NCTCvJBWfuafpvHUF2REbayHHM,1787075171,2026-08-18T17:46:11Z,43114.94004016264,1,5.02002928,6324367.977415167,False
6GQuYzYnSe7co7x6yHyHdkSps6ingHcZav4okeRr87uP,1787075199,2026-08-18T17:46:39Z,43803.41704833781,1,0.00657961,2474068.356629423,False
2UL4BgkFtc21mwQ5KAh7twQFBn6MyCNnXqCi8oqV2GSm,1787075261,2026-08-18T17:47:41Z,44496.37296820477,1,0.009738314999999999,796182.433935847,False
CJuepni3k1F8ZzBbG7Tp1ed6bTFb287rnKQpEFynTPSn,1787075261,2026-08-18T17:47:41Z,44627.07955079697,1,0.009738314999999999,810501.551035539,False
4LD2Rm6RC7eGYfDvicthx628UJE4DwA7ADcgvsghjGtU,1787075261,2026-08-18T17:47:41Z,44364.564576476725,1,0.009738314999999999,831212.199469911,False
7aQ2v6Eh5ocjcJzjTBHaVUgi6UuSRDFKnaVQzco2ygvg,1787075273,2026-08-18T17:47:53Z,46099.61919885546,5,8.858089280000002,10418646.676192975,False
XXXXXsiKfM49XohyATcrYbRYBd9WWhDRM7c7vMYQNSd,1787075276,2026-08-18T17:47:56Z,47220.31955078643,3,5.008875307,5506891.188933447,False
7RyLnk9AfBaWKD56fqDHt9hYHcLTtpZ5sVH4NcwNJ7gj,1787075279,2026-08-18T17:47:59Z,49231.477117109935,1,2.130999282,2349720.181179518,False
8g1mx4TgKsvEGM7a8GM5yVRuC7k6gmjgdht5NbFzfNy6,1787075281,2026-08-18T17:48:01Z,52056.92807546461,1,0.50314928,523801.069749868,False
2pUUZYtokRgDV2YzL6M5pjb1jyoHE367yU1sdQ7ac3ea,1787075281,2026-08-18T17:48:01Z,52433.433225579996,1,3.0068492800000004,3120239.08446057,False
2R9ca7YkK8Ta3Nv1Gn4yhzJQumqpWzxMgN1xSB5J1Hrb,1787075283,2026-08-18T17:48:03Z,54067.45339967832,1,2.00207928,2017293.058894512,False
414TRcpxccWfAiktShD7xGU3nUQsPYquAfw2LbnuW1rU,1787075283,2026-08-18T17:48:03Z,54314.8781747901,1,0.26049998900000004,251012.940930007,False
h1jpvLkFT6u81HZH1zWhd4Vrf1qybKTADovXxDLrbtK,1787075299,2026-08-18T17:48:19Z,54629.52925242766,2,2.03045928,2012606.918655516,False
2zXpLvhzH3BTAoaNpDRQPUKZqPZiQdDqc29d8wdr4UNz,1787075301,2026-08-18T17:48:21Z,58056.00519223086,3,3.7597765149999995,3536928.833204056,False
9PDFBkM2JjnLuuEhQVi5oPv5jVJ4wV3LA2PAfLXNijLb,1787075301,2026-08-18T17:48:21Z,55444.19714705662,1,1.5271463829999998,1491234.119931875,False
EyVaGh2eyp6zFPWLAiXx8wzEjn98VktPaANra78vkAKm,1787075301,2026-08-18T17:48:21Z,56987.491717726436,3,3.7211141149999998,3467620.063170199,False
8NZq6z8y5697n1iqAqCHSwAKZeiT4M54JdmQ6rAjCJB1,1787075301,2026-08-18T17:48:21Z,55091.871761924755,1,1.672574295,1644728.694884565,False
5ZJYjAUVMLAJGccsEMV5SNjgnBHduumHyMjjHUtSubkG,1787075301,2026-08-18T17:48:21Z,56709.79685291222,3,3.9681172069999997,3706395.023482771,False
4AXv1nmDRxosiz2Zr5bn4veEg63Ty32TParXHnTpQhzG,1787075301,2026-08-18T17:48:21Z,57491.621400191674,3,3.650329043,3412436.903915685,False
Ahekwy9V7q2tmqJdTX92TAtEHM4pafQbsfc5oLakbZs1,1787075301,2026-08-18T17:48:21Z,56123.498940318656,2,0.6378665429999999,590307.657686387,False
C7PNbARVAHeskaefdcu7fy21dCN3qNANKuT6Cka2av4L,1787075301,2026-08-18T17:48:21Z,56056.906310140796,2,0.563059922,526640.073232251,False
JAGPLMkgPWRxFJekMU8DRHRurw968GGYHRMEKUWheYcD,1787075301,2026-08-18T17:48:21Z,56197.279996967416,2,0.8232513749999999,767149.848811629,False
FAHMvDeWBEBe6fG653ChW7suaLVMQboS3hiaNqpejuBF,1787075301,2026-08-18T17:48:21Z,55815.4281890214,1,1.833427162,1780570.149476331,False
