wallet,trades,tokens_bought,tokens_sold,realized_pnl_eth,realized_pnl_usd,implied_balance,onchain_balance,balance_delta,remaining_tokens,unrealized_pnl_usd,still_holding,first_action_sell,first_buy_mcap_usd,price_block,price_usd,paths,balance_match,boundary_balance,boundary_delta,raw_net
0x26273b32114f5dbf65e03e1750a078db07060a9b,176,4621442.661289662,4593707.911982646,0.023700124866560698,41.94258446677652,27734.74930701591,0.0,-27734.74930701591,27734.749307015045,0.0,False,False,119270.38847667255,51165960,0.2563271633796273,single,False,27734.74930701494,-9.713403414934874e-10,27734.74930701477
0x620f5cd7a279891dd23b12f3eac7df423f48d9f6,3,389265.69031044515,331234.5041562007,0.023680538783238694,41.90792258382309,58031.18615424447,0.0,-58031.18615424447,58031.18615424445,0.0,False,False,128145.14686212508,51165960,0.2563271633796273,single,False,58031.18615424448,1.4551915228366852e-11,58031.18615424445
0x8fa687189edc3d1617cfbe29d1c8872ebd55e465,3,1080699.9449480593,657834.2250151364,0.023364748708672594,41.34906257988504,422865.71993292286,0.0,-422865.71993292286,422865.7199329228,0.0,False,False,149355.05531727243,51165960,0.2563271633796273,single,False,422865.7199329228,-5.820766091346741e-11,422865.7199329228
0xe4af0d4cef7df7dccda4a57e10169f51625dcb83,4,344482.1894537327,344482.1894537327,0.023314518264014285,41.26016875844964,0.0,0.0,0.0,0,0.0,False,False,198441.99635472763,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x578416de44584d8cd302c28b1c53169d8e3c4991,2,406594.8729208459,406268.4220868539,0.023102170260509782,40.88437225427571,326.45083399204304,0.0,-326.45083399204304,326.45083399204304,0.0,False,False,102204.2326998541,51165960,0.2563271633796273,single,False,326.45083399199916,-4.388311936054379e-11,326.45083399204304
0xf43f29c97551d2c5defc3082a6030d37add6755e,4,348250.6250417222,348250.6250417222,0.022995716193440787,40.69597836500245,0.0,0.0,0.0,0,0.0,False,False,90284.21167369005,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x0a4eeaaced0005c13355df625f21945af7d583de,3,1115276.8546475396,1115276.8546475396,0.022989761400924368,40.685440049718956,0.0,0.0,0.0,0,0.0,False,False,98183.17595922186,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x31726220f403f4cb268c919397d24108a8e12844,2,207332.2695667784,207332.2695667784,0.02274841629023925,40.25832678565188,0.0,0.0,0.0,0,0.0,False,False,127590.83104735042,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xecfe8de3f57285c3909f92a47cd7d2cd02154e65,3,1131281.673314987,1131281.673314987,0.022742108584738303,40.24716391320903,0.0,0.0,0.0,0,0.0,False,False,96794.12850579963,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xaa5217ee911594a3e77227254175441972fd9b4f,4,280626.2302037005,280626.2302037004,0.02209689620776937,39.105318679380254,5.820766091346741e-11,3.53319287768009,3.5331928776218824,2.9103830456733704e-11,0.9056533080088399,True,False,87339.55467368299,51165960,0.2563271633796273,single,False,0.0,-5.820766091346741e-11,5.820766091346741e-11
0x146b52850f5c99893452a26ab24618940e8b88dc,2,952418.807466987,952418.807466987,0.021880516470269017,38.72238713500631,0.0,0.0,0.0,0,0.0,False,False,36733.519433541274,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x2060e01e454ec2f6d29c9058be2ae02b1937a209,5,3837060.512440907,3837060.512440907,0.021189535070613805,37.49954354733808,0.0,0.0,0.0,0,0.0,False,False,49212.615519200095,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x8b3e705ca70e15046ce943b5d1e2eaa48642839b,3,1099609.2928036698,1099609.2928036698,0.021094297637998492,37.33099996014784,0.0,0.0,0.0,0,0.0,False,False,99582.11919427445,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xa2f097e6d716c668603509db2880bf1fd2cb5ac7,2,853277.9870622174,853277.9870622174,0.021016030915143938,37.19248977706874,0.0,0.0,0.0,0,0.0,False,False,188011.5624974222,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xbbc887deb100aeff7619cb85bb7be73ef1f697d4,10,972874.7933785402,972874.7933785403,0.020842292233520635,36.8850209611802,-1.1641532182693481e-10,0.0,1.1641532182693481e-10,0,0.0,False,False,12484.157132458047,51165960,0.2563271633796273,single,True,0.0,1.1641532182693481e-10,0.0
0xad41b4abcf756b5192317e3a978520df6a3412c2,4,2010219.164291496,2010219.164291496,0.020715615338822026,36.66083832983121,0.0,0.0,0.0,0,0.0,False,False,96278.75703743506,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x99348fef8579ba75b98dcef3bdeba7190a5f9f93,2,3117696.5161898625,3117696.5161898625,0.020640358109897974,36.527654108285766,0.0,0.0,0.0,0,0.0,False,False,76630.99850883399,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x4e69e24f743b79964ced9d342aef97975fd021e0,2,627215.8601537395,627215.8601537395,0.020473602344608297,36.232543098940305,0.0,0.0,0.0,0,0.0,False,False,159806.54778065888,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x90cb6155075598b7fa642b0f79c7dc40e9239e37,3,674808.3870729104,674808.3870729106,0.02037602741544139,36.059862797403284,-1.1641532182693481e-10,0.0,1.1641532182693481e-10,0,0.0,False,False,147904.83753039315,51165960,0.2563271633796273,single,True,0.0,1.1641532182693481e-10,-5.820766091346741e-11
0x2cc6d83a72267a92c1e1b4da8f9edf94c3b26a66,7,1809832.901201314,1809832.901201314,0.019802231955143322,35.04440550780222,0.0,0.0,0.0,5.820766091346741e-11,0.0,False,False,2904.1732705490685,51165960,0.2563271633796273,single,True,0.0,0.0,5.820766091346741e-11
0x224dda64f1c44cf990fb10171249386916043bb3,3,674978.9147698425,607481.0232928583,0.019653573701145666,34.781322025749446,67497.89147698425,0.0,-67497.89147698425,67497.89147698425,0.0,False,False,77870.11150742938,51165960,0.2563271633796273,single,False,67497.89147698425,0.0,67497.89147698425
0x5e9eb2174a1dffbbd0a49dc96692184cec86d07d,4,3580341.4744967236,3580341.4744967236,0.019652435812153785,34.77930828086732,0.0,0.0,0.0,0,0.0,False,False,15019.750576278637,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x67c0798b9137b2cc12ca567713ef9a3a9c2cb014,3,1608939.7904828507,1608939.7904828507,0.019454283812896583,34.42863472902321,0.0,0.0,0.0,6.548361852765083e-11,0.0,False,False,69807.63851308332,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x5fa2fcbd84a1578d7e154534d5e190762555b7e4,4,510803.0096896694,510803.0096896694,0.019324774853648554,34.199440136461,0.0,0.0,0.0,0,0.0,False,False,11671.049696908756,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xe25ddc2caea8a79639cc8f5ccb03c88a4f4509c1,2,591038.7187025337,591038.7187025337,0.018829058409020574,33.3221608407846,0.0,0.0,0.0,0,0.0,False,False,151125.4915112484,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xa55bc8f356f7c232ff87ac034ff364d3a5298681,17,3468955.414634739,3468955.414634739,0.018678244103253677,33.05526175084135,0.0,0.0,0.0,0,0.0,False,False,45559.33575431046,51165960,0.2563271633796273,single,True,0.0,0.0,-2.3283064365386963e-10
0x0544ca571d0ca8a92050a2e19e2dd0d5507d72f0,4,1029947.8927144582,1029947.8927144583,0.018481960315400843,32.70789441004341,-1.1641532182693481e-10,0.0,1.1641532182693481e-10,0,0.0,False,False,145309.24115067336,51165960,0.2563271633796273,single,True,0.0,1.1641532182693481e-10,-1.1641532182693481e-10
0x522e105acb62551c8e5370ce105d2abc1f62ca0b,13,1839336.658096989,1839336.6580969892,0.018457873396549137,32.6652673085336,-2.3283064365386963e-10,0.0,2.3283064365386963e-10,2.9103830456733704e-11,0.0,False,False,72178.28249649664,51165960,0.2563271633796273,single,True,0.0,2.3283064365386963e-10,-2.9103830456733704e-11
0xf207c3ae50bf3ebf4256cdff85a7caebe4845048,3,760230.0771046118,760230.0771046118,0.018422335621910712,32.60237539876833,0.0,0.0,0.0,0,0.0,False,False,115229.77262899204,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x632341a78c355b164e702261454aaacad1a35147,2,2535540.281973106,2535540.281973106,0.017774998061518308,31.456769185377286,0.0,0.0,0.0,0,0.0,False,False,34549.29884305213,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xd7936f983240f1ea88a0f50f2187c3d36cf7f96b,6,463269.5826383509,238518.5251429777,0.017738548153988787,31.392263055811693,224751.05749537318,0.0,-224751.05749537318,224751.05749537316,0.0,False,False,110840.74490568301,51165960,0.2563271633796273,single,False,224751.05749537316,-2.9103830456733704e-11,224751.05749537316
0xb49b9440184b4145de439ac2137a1d23c990e752,3,376868.56618611224,241195.88235911186,0.017686833817839392,31.300743161958746,135672.68382700038,0.0,-135672.68382700038,135672.6838270004,0.0,False,False,202265.69321704147,51165960,0.2563271633796273,single,False,135672.68382700044,5.820766091346741e-11,135672.68382700038
0xa263b9fa31820028e986830506712f8016c016f9,2,2584796.131622094,2584796.131622094,0.017561933473723507,31.07970452766862,0.0,0.0,0.0,0,0.0,False,False,33890.927744274835,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xef2a1641aa35992ac87ac9f1e5703d916ae5062e,3,376692.4372759812,241083.15985662796,0.017537169416116327,31.035879080175103,135609.27741935322,0.0,-135609.27741935322,135609.27741935322,0.0,False,False,201975.67874891928,51165960,0.2563271633796273,single,False,135609.27741935322,0.0,135609.27741935322
0x2b4c7fa6454adfec3273cfb39b04f1303d16baeb,2,7405478.6577875195,7405478.6577875195,0.017536760890092425,31.03515610350891,0.0,0.0,0.0,0,0.0,False,False,59146.1693285451,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x46d081681df8c972dcd8db499a4141fd26485e90,2,468221.3740238807,468221.3740238807,0.017268278653218887,30.560017725069994,0.0,0.0,0.0,0,0.0,False,False,93591.36648716874,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x08c1a4f3b82c8ba294b816da7c04e67002417827,2,398173.39123418357,398173.39123418357,0.017109188207429543,30.27847218478504,0.0,0.0,0.0,0,0.0,False,False,201685.12962128202,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xf118f096d353605bac6cf7c203cacbbd2625832e,4,352649.2133910833,352649.2133910833,0.016808624263227667,29.746558167946187,0.0,0.0,0.0,1.4551915228366852e-11,0.0,False,False,186555.06665491668,51165960,0.2563271633796273,single,True,0.0,0.0,1.4551915228366852e-11
0x89e349b3cde518a5a59deb70513748eed7ea68b2,3,1062840.1400652362,1062840.1400652362,0.016770987178381474,29.679951066965383,0.0,0.0,0.0,0,0.0,False,False,100976.94026274138,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x175ab052995f0f1302644cd587343d9addfa23d2,2,391471.0504926882,391471.0504926882,0.016271487670626607,28.795976808893805,0.0,0.0,0.0,0,0.0,False,False,127440.85780133995,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x3c2fd516c6b599f5bdd4fa76522dc3599fb4608f,2,342417.640196413,342417.640196413,0.016197211317209654,28.664528462329596,0.0,0.0,0.0,0,0.0,False,False,136842.32806850164,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x2058ec0179d6fc796c0c4428c4af7dd1ac5430b0,2,1958201.8267563037,1958201.8267563037,0.016180273761374403,28.63455373138279,0.0,0.0,0.0,0,0.0,False,False,89471.0011333141,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x4b571a7675b40b2f92913ec45d610020d979170f,10,392702.8722515476,392702.8722515475,0.016123282777979912,28.533695649481263,5.820766091346741e-11,0.0,-5.820766091346741e-11,1.4551915228366852e-11,0.0,False,False,188134.6879050143,51165960,0.2563271633796273,single,True,0.0,-5.820766091346741e-11,0.0
0xc823517c91b0d910c2ea5a872e9e786d8a72b4e6,2,1004135.8944994832,1004135.8944994832,0.015918888867814982,28.17197566320039,0.0,0.0,0.0,0,0.0,False,False,136068.80115393153,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x2351a49212fcdbc837403e9f8975faee513639a9,2,2438849.3905288,2438849.3905288,0.015808003104235607,27.975738912074537,0.0,0.0,0.0,0,0.0,False,False,71838.0882974422,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x3ab5ab1e0135d2b1b0a79e837463532a46894615,2,1447529.5475402311,1447529.5475402311,0.015559523298268981,27.53599923522802,0.0,0.0,0.0,0,0.0,False,False,173466.03330178728,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xa16115b500931d6292345d35f8fcce29717ddd00,3,349505.6037791708,349505.6037791708,0.01520337117960701,26.905709715484704,0.0,0.0,0.0,0,0.0,False,False,12532.150841540557,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xb4d0cd3ea3fc5282137045e4efd9114827fe43aa,3,1582922.54938781,1582922.54938781,0.015007060470003329,26.558294730726438,0.0,0.0,0.0,0,0.0,False,False,70988.0126139748,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x6f8cdb2a827ae1da048bae4aa39b94d38aad4394,3,392903.3105880698,392903.3105880698,0.014863891191569258,26.30492519838946,0.0,0.0,0.0,0,0.0,False,False,105723.66994993026,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x066f75a65965fc420f36566b913bde046fcd8c9b,3,1413763.805645737,1413622.4292651725,0.014616903300858958,25.867825793778135,141.37638056464493,1.4137638056457371,-139.9626167589992,141.37638056471224,0.36238606598995854,True,False,86748.29134323685,51165960,0.2563271633796273,single,False,141.3763805645737,-7.122480383259244e-11,141.37638056471224
0x66eef8a1645b7ea012c3fab103a593e754bebd03,4,1285272.1299020806,1285272.1299020806,0.014607497023365876,25.851179316576314,0.0,0.0,0.0,0,0.0,False,False,111111.9104010253,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x73ae2419bc96b9146f3dfd991ceccfb7a5f72a4a,4,1299716.2476829998,1299716.2476829998,0.014562092523461481,25.770826065986533,0.0,0.0,0.0,0,0.0,False,False,109928.73279870693,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x6cb63abac0619b32197b429ae46e1998e2afe5f4,2,774984.8307200798,774984.8307200798,0.014313791699048548,25.33140313637135,0.0,0.0,0.0,0,0.0,False,False,93634.7156288649,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x7b689a7cc1a991109d21fc8e6c15b562d9928025,4,4811187.6009403905,2189673.5730899475,0.014253556932952927,25.224804467418064,2621514.027850443,0.0,-2621514.027850443,2621514.027850443,0.0,False,False,206482.6641026037,51165960,0.2563271633796273,single,False,2621514.027850443,0.0,2621514.027850443
0xa21d0c2b6d916e6b0ce2e352e4c71b968ea150a5,3,1532628.1026768142,1532628.1026768142,0.013954726557582741,24.695958381974574,0.0,0.0,0.0,0,0.0,False,False,73378.44816064881,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x6d3b112a11a8302285a28a43be0f2a49058f87c0,2,4424622.471652148,4424622.471652148,0.013869684814387098,24.54545831004382,0.0,0.0,0.0,0,0.0,False,False,79994.16852994627,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x9677b09af6f5de3fb88f8f2481019d969e8eca8c,4,1263286.3570238259,1263286.3570238259,0.013705344706646016,24.254622338123063,0.0,0.0,0.0,0,0.0,False,False,111705.87418977573,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xdd1ab5a9174874dd31e450339116c2fc4bdc6754,2,1582582.581910308,1582582.581910308,0.013658794365389056,24.17224126919958,0.0,0.8024162532626429,0.8024162532626429,0,0.20568108204852187,True,False,55353.281359095774,51165960,0.2563271633796273,single,False,0.0,0.0,0.0
0x6ee1c0d0fe6110042a00e1ecca353b9b54eb1b55,8,482843.15565502644,482843.15565502644,0.013508696396279711,23.90660989455046,0.0,0.0,0.0,0,0.0,False,False,111150.99891623213,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x155c6702e8a894eab1f7484eaf9c5bf17caf8b8d,2,1076000.1160491114,1076000.1160491114,0.013270714470094204,23.485448525283367,0.0,0.0,0.0,0,0.0,False,False,211675.5916863364,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x7040a5f922462b199a0448a3ba3346005b06d606,8,3033460.8386308486,3033460.8386308486,0.013137026608459315,23.248858445679378,0.0,0.0,0.0,0,0.0,False,False,227179.1842371042,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x914f59f0193e4847efa0ff7086dfa9b59466996d,4,2052985.8197630541,2052985.8197630541,0.012625078567023735,22.342853768851334,0.0,0.0,0.0,0,0.0,False,False,207130.0101035492,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x10935bed782b47a476fe3c8906974bf80f44802d,4,1789530.193459487,1789530.193459487,0.012414085536373375,21.96945518720757,0.0,0.0,0.0,0,0.0,False,False,68646.41472036502,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x8ac71f937ede0e4dd49853d194b576cc5f3634ad,2,15464893.975791236,15464893.975791236,0.01239999585781302,21.944520401570163,0.0,0.0,0.0,0,0.0,False,False,5665.082423553837,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xdacd44872adf5d607074d7c827dc741254fa4635,3,285807.65935045923,285807.65935045923,0.01236635091475008,21.884978273659762,0.0,0.0,0.0,1.4551915228366852e-11,0.0,False,False,150085.62985698847,51165960,0.2563271633796273,single,True,0.0,0.0,1.4551915228366852e-11
0xb8f74750af7a4ec9242dd77efd2955509a331443,2,926036.5190641911,926036.5190641911,0.012312690992271723,21.790015236810756,0.0,0.0,0.0,0,0.0,False,False,161986.0528077479,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x4bd3152dbe7b8e244aa611a05a235ae922193fac,3,1529236.483161619,1529236.483161619,0.012291525545282109,21.752558322421606,0.0,0.0,0.0,0,0.0,False,False,116263.55775250208,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xe3d996accac0e749b7a1ec48d3a4df1b0fb14775,2,701359.7325829823,701359.7325829823,0.012244729068883738,21.669741663220982,0.0,0.0,0.0,0,0.0,False,False,124901.8654205684,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x11013860f44c8026e37b6c25adfc8fed2f743453,5,748519.7645484156,748519.7645484156,0.011902004677373191,21.063215460481963,0.0,0.0,0.0,0,0.0,False,False,119895.84490280041,51165960,0.2563271633796273,single,True,0.0,0.0,-1.4551915228366852e-11
0xec8aed05be87eb36cab6d7aa73d33f8e34185322,5,585375.3813653027,117075.07627306056,0.011704068292292704,20.712923485354008,468300.30509224214,0.0,-468300.30509224214,468300.3050922422,0.0,False,False,249007.6952774247,51165960,0.2563271633796273,single,False,468300.30509224226,1.1641532182693481e-10,468300.30509224214
0x85c4ff2d2ee094a182b3aa1bef62da3e9a2b59d8,2,1978840.4160289487,1978840.4160289487,0.011655595174616897,20.627139640588105,0.0,0.0,0.0,0,0.0,False,False,88537.85097666408,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xf7ac301a119b9c06377d45d1c07f456133dc16c5,3,389886.386682174,389886.386682174,0.011505064455188833,20.360742419054294,0.0,0.0,0.0,0,0.0,False,False,89873.50358749084,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xcf0817dfbf7f080dd3cfeafc4b3a12ca0d99a99d,2,530979.609140182,530979.609140182,0.011242009848776864,19.89520942667855,0.0,0.0,0.0,0,0.0,False,False,188364.2056873841,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x03925d342fc179a07adeae4c50a3193e1a66920d,2,172126.67492008008,172126.67492008008,0.010719225266818512,18.97002710759069,0.0,0.0,0.0,0,0.0,False,False,110984.75604027376,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x05edbb8e5c505357d794ecf0ed5a9af3aea42cf8,3,1069217.2604013386,733618.8357847545,0.010695257563888085,18.927610984878505,335598.4246165841,0.0,-335598.4246165841,335598.4246165841,0.0,False,False,138424.7543103036,51165960,0.2563271633796273,single,False,335598.4246165841,0.0,335598.4246165841
0x45fa1a536afa1b3e726f83eb3be4342fbe6995ce,3,322800.2934069806,181926.0940030445,0.010646913996526364,18.84205640789165,140874.19940393607,0.0,-140874.19940393607,140874.19940393607,0.0,False,False,127778.30288896748,51165960,0.2563271633796273,single,False,140874.19940393607,0.0,140874.19940393607
0xd5583ade87da0a84c72fa1e941c732ccb0a32648,4,4369750.032222791,4369750.032222791,0.010542657964970862,18.65755242597984,0.0,0.0,0.0,0,0.0,False,False,47450.30930512083,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x8f8abf4a57458b9f695ea47e6a0edd789a086438,2,326838.21282817103,163419.10641408552,0.010461485315004937,18.513899565635985,163419.10641408552,0.05275098365282474,-163419.05366310186,163419.10641408552,0.013521510005213656,True,False,196062.57138254197,51165960,0.2563271633796273,single,False,163419.10641408552,0.0,163419.10641408552
0x2e209a99c4529106fec78fbeadce0c4991d8955a,36,12834452.988383222,12834452.988383219,0.0103074583866488,18.241315033313523,3.725290298461914e-09,0.0,-3.725290298461914e-09,5.820766091346741e-11,0.0,False,False,100045.37428111325,51165960,0.2563271633796273,single,True,0.0,-3.725290298461914e-09,-1.7462298274040222e-10
0x7d62eb44e1924cb75bd3188ea32043407cfcd602,2,1240477.7216826163,1240477.7216826163,0.010005576657229141,17.707068905647528,0.0,0.004025339994503353,0.004025339994503353,0,0.001031803982429609,True,False,71332.19514789642,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xe66221bd0623f4bc717a0408c734abba8cccf5aa,3,759574.6068958438,759574.6068958438,0.009996379019987728,17.690791663267383,0.0,0.0,0.0,0,0.0,False,False,131437.95521748115,51165960,0.2563271633796273,single,True,0.0,0.0,-2.9103830456733704e-11
0x0632cd7fb7e00f9a3052eddab8d3bca9d2bbff8f,4,866833.023004284,866833.023004284,0.009900508029572371,17.52112685618094,0.0,0.0,0.0,0,0.0,False,False,127106.65958550984,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x334a037f4d5266b90da286d5f0604efa13e592fb,4,1268201.7791268383,1268201.7791268383,0.009858937412640927,17.44755850488321,0.0,0.0,0.0,0,0.0,False,False,118837.31378251813,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x0620912f23c04595e19777067adcb5c6e9723073,2,1514925.1124757174,1514925.1124757174,0.009742227105742567,17.24101394308073,0.0,0.0,0.0,0,0.0,False,False,57825.3922976603,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x600b3a7107faa70c233f7c22de2a35ed927397eb,2,2375346.568649821,2375346.568649821,0.009727588549890467,17.21510779833444,0.0,0.0,0.0,0,0.0,False,False,73758.61702596028,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xbaf41f611cc585fb4983dcdbd3b66a3e51102be4,2,229524.4305215198,229524.4305215198,0.00969773947891321,17.1622833010895,0.0,0.0,0.0,0,0.0,False,False,134211.9459230972,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x6b9605d067e55c3bb345d04d0d1841dde7ccf641,2,400607.394066548,400607.394066548,0.009692255647028162,17.152578454244377,0.0,0.0,0.0,0,0.0,False,False,87468.31958466888,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xe0eba8ffb914168d6f42e21ef02bbd988b074d3f,2,1537597.9891400388,1537597.9891400388,0.009659903465878856,17.09532415291984,0.0,0.0,0.0,0,0.0,False,False,56972.71949443679,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x30b7ed066e1a37758f5ce02a22649a48bb97e516,3,293814.7427368406,293814.7427368406,0.009474491544020835,16.767196970575338,0.0,0.0,0.0,0,0.0,False,False,166237.9093092562,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xadbda56c37f2bb25224982d8ea37d973adfbce96,4,4486775.897381383,4486775.897381383,0.00940436235068803,16.643087936065644,0.0,0.0,0.0,0,0.0,False,False,45912.396373127114,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x20cfbdd3e5f1eae97fe3435536b332e66d05347b,3,2163605.106649999,2163605.106649999,0.009254527334802969,16.37792191499092,0.0,0.0,0.0,0,0.0,False,False,199267.6955299931,51165960,0.2563271633796273,single,True,0.0,0.0,-5.820766091346741e-11
0x8861afc66ef26148e2c8ce13c3b871dcf4c8551e,2,199477.52908431322,99738.76454215661,0.009186642537010827,16.257784832108953,99738.76454215661,0.0,-99738.76454215661,99738.76454215661,0.0,False,False,131950.8195683958,51165960,0.2563271633796273,single,False,99738.76454215661,0.0,99738.76454215661
0xb99b115fdd886edd5345bc32ba6e1298fce46d6e,4,367334.6580102079,283069.45065020316,0.009156970582757641,16.20527378186911,84265.20736000472,0.0,-84265.20736000472,84265.20736000472,0.0,False,False,223706.01541480512,51165960,0.2563271633796273,single,False,84265.20736000472,0.0,84265.20736000472
0xeae3e6c698cc15ab9984866eea85a96b0b2138e9,2,2542679.6922930484,2542679.6922930484,0.009080251622941984,16.06950270596176,0.0,0.0,0.0,0,0.0,False,False,103356.87093739053,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x6dcdb3783a4f99b16ceef6787c18f388256f6631,2,92682.69553662125,92682.69553662125,0.009072100765140766,16.0550779700699,0.0,0.0,0.0,0,0.0,False,False,154677.82402083566,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x1d253d3e8c0a8ccc1278a95231eda5a99fbed4c7,4,1072345.7642812754,1072345.7642812754,0.008772576911503264,15.52500462228216,0.0,0.0,0.0,1.1641532182693481e-10,0.0,False,False,32045.655385625338,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xe6deaebc39c9060e17b1ac24f5cafea6d5870eba,3,635184.9564230294,635184.9564230294,0.008718457151978576,15.429227802625459,0.0,0.0,0.0,5.820766091346741e-11,0.0,False,False,41374.31375443832,51165960,0.2563271633796273,single,True,0.0,0.0,5.820766091346741e-11
0xcae2e1932d23b87d53043f0a13dd9b8c5d134475,4,1072233.5620846087,1072233.562084609,0.008602235681608015,15.22354834459239,-2.3283064365386963e-10,0.0,2.3283064365386963e-10,0,0.0,False,False,32173.204171407837,51165960,0.2563271633796273,single,True,0.0,2.3283064365386963e-10,-1.1641532182693481e-10
0x38949da02e03460016082d139ce040d13cdecbcb,4,1072482.9171860164,1072482.9171860167,0.008563288148485922,15.154622117117075,-2.3283064365386963e-10,0.0,2.3283064365386963e-10,0,0.0,False,False,31918.35993185259,51165960,0.2563271633796273,single,True,0.0,2.3283064365386963e-10,-1.1641532182693481e-10
0x8d84e2a63d83f042ee69864129b296167b878abc,2,138921.32102762623,138921.32102762623,0.008553609341703348,15.13749333938694,0.0,0.0,0.0,0,0.0,False,False,121535.00686058792,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x64cd46175ff7986196c135aa6d885040206733b6,4,1277355.996884847,1277355.996884847,0.008513030009351785,15.065679284214504,0.0,0.0,0.0,0,0.0,False,False,110519.5299373357,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0xe62956d530d703ad679a25b48e37d0265141a283,8,7292920.142699201,4537800.053755184,0.008505295849595404,15.05199198717755,2755120.088944017,0.0,-2755120.088944017,2755120.088944016,0.0,False,False,169086.79698564406,51165960,0.2563271633796273,single,False,2755120.088944016,-9.313225746154785e-10,2755120.088944016
0x0624162af38c7e4ec8a52788e22a224df1a822f3,2,70582.98093524411,70582.98093524411,0.008369737362009258,14.81209142345552,0.0,0.0,0.0,0,0.0,False,False,50145.798744806896,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
0x29885fdc303618a6e78bb28136a1dc1ddc938a60,2,247857.18127525452,247857.18127525452,0.00836161503872846,14.797717185674522,0.0,0.0,0.0,0,0.0,False,False,140815.29438773458,51165960,0.2563271633796273,single,True,0.0,0.0,0.0
