wallet,first_buy_time,first_buy_time_utc,first_buy_mcap_usd,n_buys_sub60k,sol_spent_sub60k,tokens_bought_sub60k
DU4D99x8BBKxSUY3QoiNrBGY79bM4oLDBSZKNauh5Yy2,1785083411,2026-07-26T16:30:11Z,17862.539350649207,1,0.977777777,3930707.124124
5KWw4YnmhgmCJi8TK9Cxdujqvi4LiYJAapvughyYvcKR,1785083412,2026-07-26T16:30:12Z,16434.05205681121,2,0.197530862,818804.691086
B49bjwLPGKUCU3TRXm6zWV3cPduqG9P8VUzTtS2CVS6x,1785083412,2026-07-26T16:30:12Z,15897.01356526715,1,0.048888888,220835.219054
GoJmdBv5s96u7PD66NDkuGPTc7mWoh5b74urHGVN279C,1785083412,2026-07-26T16:30:12Z,15922.970023254227,2,0.09876543,364272.567238
aKmaJt9FWsQB3TqgR4sCJo5XksrkE7JDb7renvns816,1785083412,2026-07-26T16:30:12Z,16182.764855386677,1,0.197530863,876508.151855
FcYgLYimwomLtUhb9eohxDLzmVbEf5Boem3yJ6HpggSr,1785083412,2026-07-26T16:30:12Z,16153.480322449795,1,1.173333333,5215897.204681
B4FARCzHz6cYrAtZ5SLBzswf73AKAduPVqhknQXMPvge,1785083414,2026-07-26T16:30:14Z,14921.458968918796,1,0.391111111,1882186.208807
EqVjkrxV7i3xVMFBZWJFPWrp9e1fBPYZTtSJtdQc6PSs,1785083414,2026-07-26T16:30:14Z,14389.75437562093,3,1.955555553,8032848.966035999
7eDUBD4AQ5GyhDh7RSLrBbebRGAxNpfPF5SSvgMn76vg,1785083414,2026-07-26T16:30:14Z,15009.89441534103,3,0.08017777599999999,382687.949701
GZTdqMLviYuUALdSnwAHxUeVyh1bRezw4X1ucc4LJu96,1785083414,2026-07-26T16:30:14Z,14994.286853810445,1,0.007112729,34063.099968
DRTn6u35QdLS5j7RukrP2QoiBde73nSmkj22sNhpKpme,1785083415,2026-07-26T16:30:15Z,14670.56968402551,2,0.835999999,4265961.623819
AnUqXY5EtSmMYS1Dq29we5p3GEnUFWgd8QaYiuiYpMVP,1785083416,2026-07-26T16:30:16Z,14823.809019921795,3,0.293333331,1137653.7694660001
GCN8CBHMH46uucpMWp1p3ZeKbkbTcLMau8z1qywbk3Di,1785083416,2026-07-26T16:30:16Z,14805.859586617604,3,0.0029629590000000003,14653.34486
5fyu4QvFMBcfzzBc9TgpvCHq4E1atgQdy6Sa6Ee9mzrB,1785083417,2026-07-26T16:30:17Z,14262.251105382602,1,0.024696296,124341.890275
5qZrtvrof9PvJMGoCYH2XcuzuSV25TvdDMoM6XnwfaNv,1785083417,2026-07-26T16:30:17Z,14270.974068444033,1,0.0242,121768.64434
2PSYPF2UgeSaNGgrtrWBQbocLpv35ZL51HxYawvyiLEL,1785083418,2026-07-26T16:30:18Z,18871.71227110922,3,1.4666666640000001,5682571.022079
EZRLgpJZdLgT8ZCo1ntY1fLw8x65H9xcDRuPGvPP1m8G,1785083418,2026-07-26T16:30:18Z,19073.8811403079,1,0.493827159,1859129.410271
DLrGWqkLdPkBv6pFnLcVPdsTi1XZPTHUwtwbuMFK54ye,1785083418,2026-07-26T16:30:18Z,18432.92937206231,2,0.977777776,4088689.218048
92PeAJL5Y5vaEUA7zy2NMcRwkRTbchZFMaHXqKUGZccM,1785083418,2026-07-26T16:30:18Z,20896.73131115464,1,0.098765431,339391.004083
HuWAWix6CctFR1QUAzT8X9K5PuJcWiqjuQ2PDb2sma96,1785083418,2026-07-26T16:30:18Z,21024.015933823244,10,0.6419752980000001,3100795.332163
5tyMwUMhWypAnAejQ32wczDdvYzQf3BUF6QM9yLZWsua,1785083418,2026-07-26T16:30:18Z,20960.309319750006,1,0.195555555,669955.862443
3DVjos26KvVnf7XUcuQbuMKFCvgBHJMGAoc4bZz6n63r,1785083418,2026-07-26T16:30:18Z,18552.21354649277,1,0.097777777,378458.39798
9kr7KJhFiJJf3ML9tm9kWqSRoPczvZgtAwx1k7sGz9vH,1785083418,2026-07-26T16:30:18Z,20507.004922819517,1,2.205745617,7723726.934534
gCmdrQdpXKgXhTK9H5ff36Eqc2w9JvyAaKRV1n7iKBu,1785083421,2026-07-26T16:30:21Z,17877.646422159163,2,0.025422221,102447.91781
GToA8mjkg2z3PxY9g2YPXnBdxK6uxiynH1h8Ah1jW1Fv,1785083421,2026-07-26T16:30:21Z,18017.508050519227,2,0.586666665,2406134.931696
A1p52kTKMokAirBKjii9svbE79p1Y27rZG4fGRtm9HnL,1785083421,2026-07-26T16:30:21Z,18634.64135757603,4,0.391111108,1546397.559514
DHNYm7spbcsnUNpxVBbnotx9uGyA4ansoMLNbtmbv3pR,1785083421,2026-07-26T16:30:21Z,18273.508413236254,2,3.91111111,13769700.872717999
EDSgD6RufFXh5tr5Dc4UXoQ9sRMnPm9ro5vqS9HR6hs4,1785083423,2026-07-26T16:30:23Z,18123.668608586446,3,0.790123453,3224501.353279
85rqTn6C9DbSuM1wDLacnNxtkw9zu7jzgspm5wtLWRF7,1785083423,2026-07-26T16:30:23Z,17971.118993486216,1,0.266939263,1066623.28241
8V8gGuCZpkKbfymsJLh2KkfQWV7ynXnwofDBS8Kr6uWo,1785083423,2026-07-26T16:30:23Z,17878.259654064557,2,0.395061726,1674772.041476
4ewzo1YFLZjH6dh7sE8x7d8wQ8uPmmKn6Tmpq4qBjNWx,1785083423,2026-07-26T16:30:23Z,18217.599093408397,4,0.488888886,1936684.747102
7AuNf2QqJG8SJtXYVYmuAzmVfErB6ijYpPSxbp2BMm2T,1785083424,2026-07-26T16:30:24Z,17974.272537405766,3,0.701844957,2560383.683092
4qm3n6CUu27JbQgXXiHsskYJ3XCcQXgYyi1uZc14h2ZS,1785083424,2026-07-26T16:30:24Z,18131.658396125633,2,0.197530862,1020330.5886649999
J6af5Zu4fe2R51hjj4b7E8VbwLakzoYeBPnfpGBNpoAT,1785083426,2026-07-26T16:30:26Z,18463.530454049156,1,0.368086136,1431556.307986
9kV5yvFCL6mTu7AVMNzVdQ36wwsvfUcTm5M11p1poLB5,1785083426,2026-07-26T16:30:26Z,18558.267824319122,1,0.097777777,378334.933209
BvHrVQGLu4GMvDB5wvNz3gfwskV5tRTo5M4PJEGXcG3u,1785083427,2026-07-26T16:30:27Z,18635.2847752978,3,2.933333331,9951356.014253
F7u8ejvVkXFWZu3n41nDYvN9xdLSZgcr9gmcHeCo5wpK,1785083427,2026-07-26T16:30:27Z,18855.755151783178,1,0.097777777,372365.941394
FK5rsybBkML9siKVXABobqffxGZFDYGzsH5MGz6o3GcZ,1785083428,2026-07-26T16:30:28Z,18900.10118129098,2,0.177777775,630223.136883
2GZv3gHApNq2fkBK9v7gNMyook3MMQ5h6GwNwzq9EX7E,1785083428,2026-07-26T16:30:28Z,18877.825649438015,1,0.009777777,37193.057323
4wfMGwXy5kN9nb2RbYdUNk468xjYrAJFkL6ERuL7zXMv,1785083429,2026-07-26T16:30:29Z,18931.64253510315,1,0.015644444,59339.729122
FQ31GLz5DoZkJzjhbNhhRAKDH3y7vbiWc34kDYofW1fn,1785083429,2026-07-26T16:30:29Z,18924.409404650778,2,0.029333331999999997,102774.582604
9FN5a85fCj9nmagX1HQ2kx6T6S4ZvAPx83SJHxnkQ6Jb,1785083431,2026-07-26T16:30:31Z,16349.36287218699,10,0.5377777700000002,2321819.37553
9oT5cdy1XZ76dzy4z7t29jXPSadq84RbeeqeeJfsEkog,1785083431,2026-07-26T16:30:31Z,16165.603107571784,9,2.9479028950000004,14639541.221561002
9B4UcQwAgb129HEGDmrhLRdCxmB5TkXkiX3Rwma3gT5E,1785083431,2026-07-26T16:30:31Z,16294.058617012968,9,2.87965266,14279377.943095999
CM696NQZpEEmrymG8ghouWPupVDavbtBn4ZYvzqmZaXa,1785083431,2026-07-26T16:30:31Z,15310.027025024912,1,0.068444444,321022.863748
DuVC73CThrSLPfzP8SFvVYBH6HNuFgbmMW5rKdXyxsCi,1785083432,2026-07-26T16:30:32Z,14626.841306722796,1,0.095119283,466972.967416
EUdEcw8Y738nwcDxMwixjz2rPxXS7qcSSTwzqvw13fy1,1785083433,2026-07-26T16:30:33Z,13569.794065410959,2,0.097777776,394035.30222
7XLv9c3YCn7B9dh9oe6GqfD8ABCudNkj3o11dC9mGQsf,1785083434,2026-07-26T16:30:34Z,15348.633868733627,1,3.842327682,17976220.860619
HRxU14Hw4DZootnTn4JBn3U6YbQJmkDvScNeyapRLxHv,1785083436,2026-07-26T16:30:36Z,15069.035200119884,1,0.977777777,4659383.281551
CN93KGat8NehMA1e3EzbtrpvUWYCxVbxgEg1iyBH3urW,1785083437,2026-07-26T16:30:37Z,16523.7892767671,1,0.098765431,429209.214845
351eupK2s6KN6LyhX3VHtStDpp6PpMEJDizFCAzLq1Xu,1785083437,2026-07-26T16:30:37Z,14676.624168512079,2,0.12839506,430612.098783
9HSUFUHiVXiWuGmwHfkrdya6F6pn49pyx1QVHXyJbKoM,1785083437,2026-07-26T16:30:37Z,15069.179974026585,1,2.13948838,10195159.729773
2kv8X2a9bxnBM8NKLc6BBTX2z13GFNRL4oRotMUJRva9,1785083437,2026-07-26T16:30:37Z,15977.280143529264,1,2.749400509,12356881.464459
ABQgTqPzm3278pvFGxyWDr9cxKRKbrka1oQWzFAaxcvB,1785083438,2026-07-26T16:30:38Z,17838.360622944216,2,3.9111111100000002,14638628.214933
GVupKobi6VFsXB7Hj2PVx5Zcuy1njpbQLw4Gm2fTvor8,1785083439,2026-07-26T16:30:39Z,17821.912689862656,1,0.488888888,1969833.761128
35AzE1iVf6raPYq2MkKLdQUcojLdviaq3E2DnqrM2EkM,1785083440,2026-07-26T16:30:40Z,17320.247743452102,1,0.737037036,3055687.474165
2QM2EWyLhwiFSmQv1whR3twumY6J63DCBrsgWUYbKizF,1785083440,2026-07-26T16:30:40Z,17524.214904879613,2,0.316049381,1304231.357801
Edn91PmYZDwQoF6wSnNrLLQoU9er7VtEBHkizUrpQ6X7,1785083446,2026-07-26T16:30:46Z,16272.820232222008,1,0.097827159,431688.358101
GBeHpC6j6KKGHHDmJDXMMdSKjRZouCNsc7JPwyLNadgQ,1785083448,2026-07-26T16:30:48Z,15602.991325471638,2,2.281481481,10861381.801752001
8CCAxR3ZsLGER5qxEYM8rBdUzQ6AW9Kw7wdRCWpF82fR,1785083448,2026-07-26T16:30:48Z,16093.248707527597,2,2.28148148,10923814.66271
2qJ5eezwqYYvUrfFX6DguaNd4CQfqxY19NxU9DKubveW,1785083448,2026-07-26T16:30:48Z,15120.316934348517,2,2.28148148,11173255.786641
CDti4ccEey6aDYQb1bHawW17hgCGQ1NfmP3WJhr3w6bR,1785083448,2026-07-26T16:30:48Z,16613.253657418638,1,0.101066589,436844.260861
HGX7UUFYW5y2tqp4b8sXTYw21hkNKVwaQokTNYZdJTjL,1785083450,2026-07-26T16:30:50Z,16039.566957623134,1,0.00148148,6632.494157
3KVdcRx6H4QYLs3A3fT45cy1VSTbWbrMfXJtcUfTJSyd,1785083450,2026-07-26T16:30:50Z,15624.048034315607,1,0.197530863,907852.1318
8aQh7Py8R1ET14WGTDBq2nXdoR1EfeL6Jz148p8mhc3n,1785083451,2026-07-26T16:30:51Z,19417.07447389826,3,0.39506172500000003,1379590.224833
Bjo8rLDTMp8KA88RUoXz1VoihSKoW6nRHw3mH3zodtL6,1785083451,2026-07-26T16:30:51Z,19296.42530943701,3,0.34222222,1477742.060958
8Seb6smpmCc4ron7zDuMmgj1j92LC9kUAYtj2Cx8b2rw,1785083453,2026-07-26T16:30:53Z,15669.40335357854,2,2.444444443,9031950.036871001
FfJMgsayZYWd8MVS3fKLkZJdPQ1ZnvtHPz7wQmhULNcH,1785083454,2026-07-26T16:30:54Z,15880.30940653663,1,0.537777777,2431742.660711
BcKF9Hi4auwcjpb2KCjk2UBDas9ekgvAKxWJsDNShieA,1785083454,2026-07-26T16:30:54Z,16149.185591551766,1,0.097777777,434773.690474
9AE6Ung1QfbWmuiMLAfLxVAUXLYw4N3qN7xvW2aAmWbY,1785083455,2026-07-26T16:30:55Z,16617.138183115854,1,0.148148147,640197.117656
DseHez8pmHoPimNEf1Th94ffBG8GLqWcKETDhd6CCiwR,1785083455,2026-07-26T16:30:55Z,16655.297367277224,1,0.049876542,215039.21533
Doujx7cveDxFHnR11YfXFGyzdNRNdLJG6CHKTxSv8oXS,1785083455,2026-07-26T16:30:55Z,16251.422402607328,1,0.048888888,216019.274253
2Ffd7JcUMupQGaZ3AKb5xaoWBS2fL1HnMne5qXBLooZp,1785083455,2026-07-26T16:30:55Z,16574.53222759334,4,0.293333332,1505750.341024
7TGZdM98t5jyWnoAVjtmaj1wpCYWo1oepQwaVZGVhSet,1785083456,2026-07-26T16:30:56Z,17063.35413258004,2,0.118518516,541286.93562
Htc27SzjE1V7uNtoE2v9GqqX5Gdiz3DNioDqrzQBVgnX,1785083456,2026-07-26T16:30:56Z,16495.007869811754,2,0.59259259,2673534.652344
AXoLu2c3X26Ro2rGGtsuqWdWn9gDbqLSkLXduATWrHnw,1785083456,2026-07-26T16:30:56Z,16469.211648185414,2,0.83111111,3773520.253808
9uL8xmtZqNcuryCPsGfNpNfBZqunwF5THNET4QExFMvr,1785083456,2026-07-26T16:30:56Z,16853.43831015971,1,0.977777777,4166058.544755
53KgptJLhUkAdUa2EMpVCkFKB9CAat9mc86hPvth74kZ,1785083457,2026-07-26T16:30:57Z,14806.685369059662,3,0.391111109,1718706.4168210002
3TofRdzMWUKnB1R7AXAvEvfqw6gdoEzXVqKBCtMGKHVp,1785083457,2026-07-26T16:30:57Z,14771.16603297059,5,0.410666663,2408453.104608
5k6UhoEWk64XSosduGovHVqGy9S7kE36fTmuSk7sJCAY,1785083458,2026-07-26T16:30:58Z,14602.787217112393,1,0.097777777,480815.128879
2WvcP2my7LYGSMnEdr78tGFKjLPojiQraoNDp7d3oxb8,1785083459,2026-07-26T16:30:59Z,11701.555364648642,1,0.064963513,398657.218474
HgkLMNZFL6514kyZAZY5AxxXe1TP6i4NP11TZ98hj6iC,1785083459,2026-07-26T16:30:59Z,11822.687839575572,1,0.684444444,4157150.061853
7u81QU4PCGsvEJL3nSd4gDW92im2RdrYqCa7946ehx7B,1785083459,2026-07-26T16:30:59Z,11164.045017846418,1,0.097777777,628915.505676
pFFv9ZfgHZpL1rsgvhEHpWRT7nGvSKKWywrhJgLtghU,1785083459,2026-07-26T16:30:59Z,11664.382949170424,1,0.488888888,3009692.450715
3jxTmdfoNWb91irnjacPXWJcYahWqsv6C7y1BfjdcRhp,1785083459,2026-07-26T16:30:59Z,11779.26774251622,1,0.488888888,2980338.512695
4Y9bXvngCNKWuQ8VPLRaZGqXy4zaGMGi8jPkPqjvy7Gh,1785083459,2026-07-26T16:30:59Z,11950.103607556877,1,0.097777777,587546.455526
9tjQNViwKtV9DgN5Ua82AaSJLycPYs6LmEWerXjjNEb2,1785083459,2026-07-26T16:30:59Z,11996.58217454129,1,0.542666666,3248249.154957
2838bUY5PTfmz2S9HNh1zc2cAgohSZRVfbBzQJ6hFtD7,1785083460,2026-07-26T16:31:00Z,11362.667402325345,1,0.493827159,3120817.686585
7eeVaXQuT9sJGmW6WwPQ2ko2y5AN4r7hLeH442kftXrn,1785083461,2026-07-26T16:31:01Z,11223.50271602471,1,0.097777777,625583.75896
8hNhf7JczuDzFbUEFuW6vT67Jc6dTDRjtkLgsXXgwH78,1785083461,2026-07-26T16:31:01Z,11307.423589598278,1,0.097777777,620940.832556
4mTSjV6re8DPPdanrjg2KkX9J84f7b4JUm75LJfUAp9R,1785083461,2026-07-26T16:31:01Z,11277.800610560398,1,0.049382715,314430.215378
5T19jxWiuHqUJH9UMEunrajMFteyZY2FDg4KZXoRbYtr,1785083462,2026-07-26T16:31:02Z,11245.096917132318,1,0.071180368,454538.577214
2iacW5T4gLVmjuMcBYPyP13qgLDSeEFAqyMMHjRJL6f6,1785083462,2026-07-26T16:31:02Z,11183.026588668463,2,0.33135280899999997,2240702.829373
8yGmi4AJNsvk9sGvuAUiDmCVvqS99E6wmMnEgFgfQhNe,1785083463,2026-07-26T16:31:03Z,11187.72800797638,3,0.157984857,829413.604248
9HxrbwX9RZdEjNzBQLW3vbMmK23UyYG9tmxv6Wjy9ek,1785083463,2026-07-26T16:31:03Z,11177.526575857308,2,0.009777776,72182.751922
8vqaSN7ygJjWAjRqpUjNt3uwBfQuaDNiuweoVcxyGQLu,1785083466,2026-07-26T16:31:06Z,8698.833544229878,7,2.648351282,15807479.904914
6QGy8GDvBC6EhFeBmt592d65o3TXWaeY2johmeR3qWt4,1785083466,2026-07-26T16:31:06Z,8954.993404789862,7,2.515408223,15169869.172192
69xWoewjXMGFcmHdLE75dc7oujePHrGpmLGFmiwneYTR,1785083466,2026-07-26T16:31:06Z,9204.087083497085,7,2.5769730479999997,14894330.22906
FGMJAT3Yrouh1eTWpAzNUfToupBggySqTUe8VfnJquVg,1785083466,2026-07-26T16:31:06Z,9583.910447988785,1,0.246913579,1850017.981522
J898BLdjUWFPsvqwraj1rjg33rE9B6zJY6HvWFKx71fo,1785083466,2026-07-26T16:31:06Z,9434.30641124402,7,2.5259341109999998,14415444.727942
61GQNncGerBzXZAT4V5L3ZKrycGSJDwp3DXTVKxRa6rz,1785083467,2026-07-26T16:31:07Z,11753.716549315539,2,0.195555554,1217566.787027
3uQtt2nXFDfNnUb1mVvHPXxAgfu7UkwY6ZCPQgtrVja7,1785083467,2026-07-26T16:31:07Z,9987.275062456736,3,0.8799999989999999,4285027.604417
5BLYuvsfQ2yEz4NjYK4x8DzvVQ75jDL8naei7ybWUTP2,1785083467,2026-07-26T16:31:07Z,10092.94383287919,1,0.098765431,702685.236258
881BBEiWCFWCB2AHnQpC1TkH6rYw2yWJQzFhrZf2nEz7,1785083468,2026-07-26T16:31:08Z,11731.673926011736,2,0.03950617,217539.094817
1gqtDt2aDkVJ2PzLrN2uuBGKzQxz7hTMv5rCQjf8gXS,1785083469,2026-07-26T16:31:09Z,11736.452482556,1,0.009777777,59824.214562
GdYSLnFAEshk6DkHDsmSh1zdn8VpCTVJSpaEr3A5M28y,1785083469,2026-07-26T16:31:09Z,11690.966112483446,1,0.244444444,1501424.47453
CBQcSSyjVKKFwQfQiX3D4EJ6y33Y18uGFNQojGwsMoQY,1785083469,2026-07-26T16:31:09Z,10915.367069017975,3,1.481481477,7808324.098321
GzYoXxQnmuMZ4aroSbAfa8FwDQTBjUTgt7zqMLNsevvn,1785083472,2026-07-26T16:31:12Z,8864.726490151896,1,0.293333333,2376127.816282
Sq4hqLzhr4V1TLddaxsGh1pF8aKdGtwm96vYT7VWjEm,1785083473,2026-07-26T16:31:13Z,13248.966569781816,1,0.100130012,542695.20701
GaB7tX3irT3KTKr2rQPf5GbWMBpPoHj9wH7Pyu6XogTo,1785083473,2026-07-26T16:31:13Z,10680.312930035496,1,2.407407406,16185992.569658
8zws4rkYZGFX7G7uJ8x7WHFh5JLkSb5KePgwSVNkzsxu,1785083473,2026-07-26T16:31:13Z,13354.289007274207,1,0.977777777,5257667.453677
4srvoJDnqZyPZdaTFovFHf6PT5H73rKhz5zLe69SiXCf,1785083473,2026-07-26T16:31:13Z,12477.967801593439,1,0.142222221,818459.733472
3PPcSduPGrffHnBW7TCU3sk8gcm1EeHNuXMstiB3Ebqj,1785083473,2026-07-26T16:31:13Z,12124.034033912178,1,0.98765432,5849672.372839
5gX8PCN9ZsS58TDKpGZM4Gv2vnDy9gqscxjBap84aKXd,1785083473,2026-07-26T16:31:13Z,9192.629703703218,1,2.283950617,17841060.471083
CkzAKX1nggTXvWf74wtr8XXbNxXCacX13TgurcTyqwAG,1785083473,2026-07-26T16:31:13Z,12666.654831479727,1,0.98765432,5599081.04224
AgNaa6DLja2Nc5KEu3oEJ9Aan7shFFDB96fg6N7unxWS,1785083473,2026-07-26T16:31:13Z,12989.916868156597,1,0.625057723,3455313.65037
DvdkAF1wtyphLQzNVwMwHFV48SKHTv1QdDddNikWmw1j,1785083473,2026-07-26T16:31:13Z,11455.931176510589,1,2.530864197,15863980.532509
2SpPHM6DVFkcwcNtt8Ls4qCsviDAt77Cz65F8MqHxssV,1785083473,2026-07-26T16:31:13Z,13147.400296237012,1,0.296296296,1618303.81682
FzczrxtQeuejaiq4wXdzj9kSDQFH8KGAt6ZQjnLjAXfv,1785083473,2026-07-26T16:31:13Z,12372.773684741587,1,0.488888888,2837375.531055
5gG5eAkNkqmYD2Bfiet5DAtDzSUKgH35oMdp3esP58ww,1785083473,2026-07-26T16:31:13Z,12920.3569199669,1,0.579847202,3222647.298071
6FWPZ1BiXS4WU35oaggD8vNFkontnGsgbE1ei56STrqS,1785083473,2026-07-26T16:31:13Z,12858.833963146537,1,0.148148147,827310.158838
831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs,1785083473,2026-07-26T16:31:13Z,9912.4874637904,1,2.654320987,19228460.386873
62YSi9Kg2z25q1zHhR8LDeUjr3Dh2gb7FkfScuwhgMWD,1785083474,2026-07-26T16:31:14Z,14618.269098628398,2,0.001955554,7995.374487000001
3JviceZKAh4DMLyPXun7Jvc1Zbf7HThgQ8dPRZo88sY8,1785083474,2026-07-26T16:31:14Z,14622.013478245997,1,0.019753085,97006.642778
BGgGo8bAfF8CfW7CZYZsZfrbzU3q7coHncXEvSk6QuVX,1785083474,2026-07-26T16:31:14Z,13129.482664626878,1,0.647279496,3540119.790612
8XaSwG4qmvGrvsniBW4VgpW2NRELsianbLw98XpivjUP,1785083475,2026-07-26T16:31:15Z,14696.305926235518,1,0.097777777,477755.502167
2QKPVT9kiQr4xr2te69p5g9wgFNmUwdjXfKkNQ52xiqs,1785083476,2026-07-26T16:31:16Z,15715.281606992998,1,0.098765431,451290.839013
6P93ebg2C4VU6jcmZHFp2w9T9VXMe9QSXGqdnr4yneFe,1785083477,2026-07-26T16:31:17Z,15789.294647212173,1,0.296296296,1347526.191388
FmtfLdh9urwekvhn3SVUtV1dxJj9sMt82wxKrZsJioPU,1785083478,2026-07-26T16:31:18Z,16032.70551785909,1,0.296296296,1327067.852457
HdrwHwmMX44HU6Hmyaqa3oyBjjmgx1gbGwsiUpqA8Yrd,1785083479,2026-07-26T16:31:19Z,15192.683312540452,2,0.001955554,9204.498824
ERoEVUWTjLA55iYoEzggXgfmTe5icpPpexTeWChzdL1k,1785083479,2026-07-26T16:31:19Z,15186.384603303242,1,0.097777777,462337.890235
8FxeeUfCd25SwgUoGhpxBXeUoZ5fQQCY5kNWbZyT2SMu,1785083481,2026-07-26T16:31:21Z,15066.210125406848,1,0.009777777,46602.565985
n37YdrtNez7JA5YG3wW9WxLdTrtKkPGkkRavAAPKA2u,1785083481,2026-07-26T16:31:21Z,15811.430602529925,1,0.097777777,444061.084306
3EV31uA5e7rtYEWScX5DiCbhcQxJPFKA17TmcYGAtyj3,1785083481,2026-07-26T16:31:21Z,15426.023941039814,2,2.933333332,13613524.267782
Du7PeEa9ShX6PesoumcNDXX1CfFJYX6HuEyFNf4EVgoT,1785083482,2026-07-26T16:31:22Z,15816.439269316417,1,0.037857658,171877.388929
7C3gHCsjgcci5hqTWdj18sLn5K6th92BEepPMwUUbaSf,1785083482,2026-07-26T16:31:22Z,15790.279456411461,1,0.244444444,1111639.771838
FFuQV9SEeeSsV5auYzzsb6vZ6PH9fhmmUvetW5jnXWc,1785083482,2026-07-26T16:31:22Z,15733.365196974204,1,0.019753085,90154.421538
Ao1cUWcnwVJxXXPRbXvDAC7dfJunXezmvVA1vHotbgeV,1785083483,2026-07-26T16:31:23Z,16400.358923441705,1,1.474074073,6454159.248839
9Ze1EXNGv7Ff24F19uPtuLyPioXYXNwG4FXnvrezyuZ9,1785083485,2026-07-26T16:31:25Z,17764.992063859714,1,0.195555555,790458.113176
ED1HRm5bpbEBR8zpxcSF399acHoc9yxoCUXFftq5P1PA,1785083485,2026-07-26T16:31:25Z,17646.427968106105,1,0.009876542,40190.353791
4ghRtYKP84X7CS8YMVsVj4xuZJSYvnowmqbrrMNrN6Ch,1785083485,2026-07-26T16:31:25Z,17673.07766763896,1,0.266666666,1083503.371851
6YVGVTZ2CE4r83DpwXcpKtA47JLubu55G2n89VmAQtCq,1785083485,2026-07-26T16:31:25Z,17877.602347542448,1,0.195555555,785479.049953
5oiHrztb8HUZhzzDR9xK4DUeJTvnfewfjrZM9r5yexX6,1785083485,2026-07-26T16:31:25Z,17610.41847073245,1,0.049382715,201362.692253
5eWFPsoyqrbV9W7AsdUjLA1ZscphwecuZNaa5kQhEu8J,1785083485,2026-07-26T16:31:25Z,17832.076496318692,5,0.640444441,2301298.473203
5t18EExL9usqNwvKhvUXf1puQiecE5nGG6qSyb9bdRQz,1785083486,2026-07-26T16:31:26Z,18276.617464984975,1,1.955555555,7683304.730863
7ZGKVUKaqNgWsc1WzXVwvab1N8S7z8oseLuUKK6KNh3C,1785083487,2026-07-26T16:31:27Z,17981.86208668547,1,0.461412344,1842588.127113
51BZmyr1QSppyKZ8Xd6Z8AC4NfJuiocivpg6V8hyzJu4,1785083488,2026-07-26T16:31:28Z,18046.668337872852,1,0.07348148,292384.657606
Crw9sLFvqdJsUmyRf4kB21HyGKq6G3Cj6oPWs8b3hZPP,1785083490,2026-07-26T16:31:30Z,16969.623854692614,1,0.066000001,279283.609177
2y2apdSDfQzTesAiiieY3YFL2DWfeMF5JPh1QTjRy7Xp,1785083491,2026-07-26T16:31:31Z,16840.513941411762,1,0.064734818,276030.016982
ADogYmtymE6EyMdFnpACZ2goHkfTVEA3fbV2uApppdWw,1785083492,2026-07-26T16:31:32Z,16146.440177141958,1,0.098765431,439240.014761
DacRsQhWbr33YQf9STvE53q6Y61oB6NMDoMatcUTB4c8,1785083494,2026-07-26T16:31:34Z,16004.46725898778,1,0.098889548,443693.321287
GSd9FrhvNhs1Cfm67hV3bBhapBQf5b8uXZQ9xqs2wmQz,1785083494,2026-07-26T16:31:34Z,16024.810137419287,1,0.008706705,39015.273826
2AF5w9P6TsZk7Fddrr8QLWEHGJQgnZDUFebggRS4w1r8,1785083496,2026-07-26T16:31:36Z,16028.586281241945,1,0.537777777,2409247.152031
yMnjSf78zif5FUNP6aVMTdXYZnQdRquthjirvL9Kr4X,1785083496,2026-07-26T16:31:36Z,15926.703920097838,1,0.002730888,12312.654826
EbNStzCzohpLTeL8NtpBKLMjo7sgCwTaicQxaSFECh2G,1785083498,2026-07-26T16:31:38Z,15340.308676444049,1,0.244444444,1144247.030644
3DtFSKgWaEiwNxSPC11fGxtRthqViCgEkiPhFNuNcuxm,1785083499,2026-07-26T16:31:39Z,15933.291732874695,1,0.977777777,4406648.158941
7TLF6eMqbwjQeJeQVW13TFdURgaNc6896M7wtL1a7YbB,1785083501,2026-07-26T16:31:41Z,14838.98992242021,1,0.177777777,860293.919738
45DbwvGupCdoYe6Zp9uYwxEH8bKgCGD3Es4mLVnDrkgT,1785083502,2026-07-26T16:31:42Z,14320.51083208928,1,0.293333333,1470877.920764
GAYeu4sM42VJANeJBJ4ckKyGD2gBcmrjMEtwwCe1yGBh,1785083503,2026-07-26T16:31:43Z,13740.495197194832,1,0.095480169,498981.582948
8Gji1htRRft5CqcyDrHAsieFsCo9uS9FdpGjEQFYQcaU,1785083505,2026-07-26T16:31:45Z,14615.884883265075,1,0.097777777,480384.258214
8rvAsDKeAcEjEkiZMug9k8v1y8mW6gQQiMobd89Uy7qR,1785083505,2026-07-26T16:31:45Z,12985.087822055679,1,4.888888888,27035785.851355
Avtr4ZjsMDsfUEcLedsUDhVXE2QiQHxepbQv7VPS3BoY,1785083506,2026-07-26T16:31:46Z,14749.369168219104,1,0.197530863,961690.303736
5ajog5xEVyZsbfVfZ1X6DrWKiq6EhXdfCtA1zf1jLDe3,1785083506,2026-07-26T16:31:46Z,14717.53634154125,4,0.19584888599999997,955213.218792
